日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-10-29,116.25,-1.08,-597621792.0,-20.53,-350098240.0,-12.03,-247523552.0,-8.5,100913072.0,3.47,496708704.0,17.07
2025-10-30,115.89,-0.31,-118935408.0,-4.91,-111886992.0,-4.62,-7048416.0,-0.29,-18839520.0,-0.78,137774944.0,5.69
2025-10-31,116.41,0.45,534066784.0,10.71,64070608.0,1.28,469996176.0,9.43,-225722944.0,-4.53,-308343856.0,-6.18
2025-11-03,116.4,-0.01,-230418864.0,-8.71,-109956272.0,-4.16,-120462592.0,-4.55,93950832.0,3.55,136468048.0,5.16
2025-11-04,114.58,-1.56,-414822339.0,-20.39,-216487683.0,-10.64,-198334656.0,-9.75,95477712.0,4.69,319344624.0,15.7
2025-11-05,113.6,-0.86,-202069451.0,-10.55,-97150971.0,-5.07,-104918480.0,-5.48,-21184624.0,-1.11,223254080.0,11.65
2025-11-06,113.59,-0.01,-107604068.0,-5.97,-113729812.0,-6.31,6125744.0,0.34,26913728.0,1.49,80690352.0,4.47
2025-11-07,114.17,0.51,32596848.0,1.92,24557840.0,1.45,8039008.0,0.47,-2392688.0,-0.14,-30204176.0,-1.78
2025-11-10,118.22,3.55,660146016.0,12.86,466056416.0,9.08,194089600.0,3.78,-246505264.0,-4.8,-413640768.0,-8.06
2025-11-11,118.2,-0.02,-104477216.0,-3.79,-90081008.0,-3.27,-14396208.0,-0.52,82683104.0,3.0,21794096.0,0.79
2025-11-12,117.8,-0.34,-137022928.0,-5.07,-106653328.0,-3.95,-30369600.0,-1.12,127533968.0,4.72,9488944.0,0.35
2025-11-13,118.62,0.7,19045068.0,0.99,-26871396.0,-1.39,45916464.0,2.38,-8716496.0,-0.45,-10328576.0,-0.54
2025-11-14,117.63,-0.83,-127611433.0,-7.58,-50658121.0,-3.01,-76953312.0,-4.57,66205856.0,3.93,61405568.0,3.65
2025-11-17,117.57,-0.05,1889112.0,0.13,6116648.0,0.43,-4227536.0,-0.3,-26817424.0,-1.91,24928320.0,1.77
2025-11-18,117.78,0.18,69454455.0,3.89,28736599.0,1.61,40717856.0,2.28,-27178000.0,-1.52,-42276464.0,-2.37
2025-11-19,117.31,-0.4,-109757335.0,-9.61,-56441647.0,-4.94,-53315688.0,-4.67,80621008.0,7.06,29136320.0,2.55
2025-11-20,117.67,0.31,8778259.0,0.46,2354147.0,0.12,6424112.0,0.34,42495344.0,2.23,-51273616.0,-2.69
2025-11-21,117.1,-0.48,-30983538.0,-1.26,-9289874.0,-0.38,-21693664.0,-0.88,86903920.0,3.52,-55920384.0,-2.27
2025-11-24,115.94,-0.99,-260074944.0,-12.59,-81545648.0,-3.95,-178529296.0,-8.64,119384512.0,5.78,140690432.0,6.81
2025-11-25,115.93,-0.01,-36769386.0,-2.12,-48943738.0,-2.82,12174352.0,0.7,-49784144.0,-2.87,86553520.0,4.99
2025-11-26,115.68,-0.22,-102062327.0,-9.41,-30248765.0,-2.79,-71813562.0,-6.62,54867760.0,5.06,47194549.0,4.35
2025-11-27,115.36,-0.28,-9368595.0,-0.86,-29611703.0,-2.72,20243108.0,1.86,19704080.0,1.81,-10335504.0,-0.95
2025-11-28,115.27,-0.08,-13111514.0,-1.39,-22496038.0,-2.38,9384524.0,0.99,-19782000.0,-2.09,32893530.0,3.48
2025-12-01,115.07,-0.17,-61057383.0,-4.29,-47945479.0,-3.37,-13111904.0,-0.92,-9332976.0,-0.66,70390336.0,4.95
2025-12-02,113.99,-0.94,-320054887.0,-21.9,-126014134.0,-8.62,-194040753.0,-13.28,111552128.0,7.63,208502736.0,14.27
2025-12-03,113.02,-0.85,-322614665.0,-16.78,-117598473.0,-6.12,-205016192.0,-10.66,65100944.0,3.39,257513696.0,13.39
2025-12-04,111.87,-1.02,-403670553.0,-20.8,-188909385.0,-9.73,-214761168.0,-11.07,83189632.0,4.29,320480896.0,16.51
2025-12-05,112.38,0.46,-34742880.0,-2.57,18167584.0,1.34,-52910464.0,-3.92,-35188224.0,-2.6,69931120.0,5.18
2025-12-08,110.69,-1.5,-753467856.0,-23.86,-348231712.0,-11.03,-405236144.0,-12.83,241556832.0,7.65,511911024.0,16.21
2025-12-09,108.3,-2.16,-646802304.0,-19.08,-258747888.0,-7.63,-388054416.0,-11.44,109283472.0,3.22,537518816.0,15.85
2025-12-10,109.04,0.68,50963943.0,2.57,-7445881.0,-0.38,58409824.0,2.94,-56372752.0,-2.84,5408784.0,0.27
2025-12-11,109.32,0.26,17401428.0,0.98,-26223932.0,-1.48,43625360.0,2.46,-29836672.0,-1.68,12435248.0,0.7
2025-12-12,109.02,-0.27,47163888.0,1.63,-86217808.0,-2.98,133381696.0,4.62,-137494832.0,-4.76,90330944.0,3.13
2025-12-15,109.87,0.78,-50479735.0,-2.08,16220553.0,0.67,-66700288.0,-2.75,62565632.0,2.58,-12085888.0,-0.5
2025-12-16,110.42,0.5,61703128.0,3.78,-26288600.0,-1.61,87991728.0,5.39,7137600.0,0.44,-68840720.0,-4.22
2025-12-17,110.82,0.36,-52774197.0,-3.05,14481899.0,0.84,-67256096.0,-3.88,-6808896.0,-0.39,59583088.0,3.44
2025-12-18,110.43,-0.35,-170732046.0,-12.38,-63158638.0,-4.58,-107573408.0,-7.8,10261584.0,0.74,160470467.0,11.64
2025-12-19,110.53,0.09,-270104686.0,-17.7,-41566846.0,-2.72,-228537840.0,-14.98,112868976.0,7.4,157235694.0,10.3
2025-12-22,110.33,-0.18,-122993437.0,-10.27,-50905037.0,-4.25,-72088400.0,-6.02,10243216.0,0.86,112750220.0,9.42
2025-12-23,109.72,-0.55,-116064260.0,-9.3,-37734708.0,-3.02,-78329552.0,-6.27,16334560.0,1.31,99729686.0,7.99
2025-12-24,109.28,-0.4,-191787675.0,-14.91,-120921307.0,-9.4,-70866368.0,-5.51,29962944.0,2.33,161824726.0,12.58
2025-12-25,110.6,1.21,117134149.0,8.46,47325013.0,3.42,69809136.0,5.04,-70936256.0,-5.12,-46197904.0,-3.34
2025-12-26,109.78,-0.74,-105004974.0,-8.32,-51327246.0,-4.07,-53677728.0,-4.25,33709744.0,2.67,71295232.0,5.65
2025-12-29,108.06,-1.57,-412817214.0,-19.48,-163269134.0,-7.7,-249548080.0,-11.77,100496096.0,4.74,312321120.0,14.73
2025-12-30,107.36,-0.65,-309949729.0,-18.22,-116638353.0,-6.86,-193311376.0,-11.37,84754560.0,4.98,225195165.0,13.24
2025-12-31,105.94,-1.32,-494861390.0,-22.34,-270902110.0,-12.23,-223959280.0,-10.11,96078000.0,4.34,398783392.0,18.01
2026-01-05,107.9,1.85,222324342.0,9.3,134288118.0,5.62,88036224.0,3.68,-132956960.0,-5.56,-89367376.0,-3.74
2026-01-06,108.17,0.25,-2996082.0,-0.15,15397342.0,0.77,-18393424.0,-0.92,-50574736.0,-2.52,53570816.0,2.67
2026-01-07,107.52,-0.6,-110073256.0,-8.3,-61130472.0,-4.61,-48942784.0,-3.69,53508880.0,4.03,56564384.0,4.27
2026-01-08,106.9,-0.58,-111996977.0,-8.12,-60301089.0,-4.37,-51695888.0,-3.75,28064144.0,2.03,83932816.0,6.09
2026-01-09,107.14,0.22,-174920992.0,-10.12,-34177184.0,-1.98,-140743808.0,-8.15,86716960.0,5.02,88204032.0,5.1
2026-01-12,108.55,1.32,266534144.0,10.55,192692640.0,7.63,73841504.0,2.92,-179473040.0,-7.1,-87061120.0,-3.45
2026-01-13,108.0,-0.51,46201680.0,2.16,54425248.0,2.54,-8223568.0,-0.38,6729184.0,0.31,-52930880.0,-2.47
2026-01-14,107.04,-0.89,-175506749.0,-7.22,-152269005.0,-6.26,-23237744.0,-0.96,52306432.0,2.15,123200304.0,5.07
2026-01-15,106.09,-0.89,-201203242.0,-11.61,-61826426.0,-3.57,-139376816.0,-8.04,44621296.0,2.57,156581952.0,9.03
2026-01-16,105.16,-0.88,-246736295.0,-11.77,-168141159.0,-8.02,-78595136.0,-3.75,-26965040.0,-1.29,273701328.0,13.05
2026-01-19,104.55,-0.58,-160965405.0,-8.43,-141124749.0,-7.39,-19840656.0,-1.04,37282528.0,1.95,123682880.0,6.48
2026-01-20,104.91,0.34,10609314.0,0.58,10193490.0,0.56,415824.0,0.02,12797328.0,0.71,-23406656.0,-1.29
2026-01-21,103.05,-1.77,-422655840.0,-15.59,-103296768.0,-3.81,-319359072.0,-11.78,86579104.0,3.19,336076736.0,12.39
2026-01-22,102.76,-0.28,11119945.0,0.58,2817065.0,0.15,8302880.0,0.43,-140073024.0,-7.27,128953072.0,6.69
2026-01-23,102.99,0.22,-127552973.0,-5.76,-2038573.0,-0.09,-125514400.0,-5.67,-11231280.0,-0.51,138784256.0,6.27
2026-01-26,102.34,-0.63,-74724064.0,-2.33,9884512.0,0.31,-84608576.0,-2.64,-77053312.0,-2.41,151777376.0,4.74
2026-01-27,101.02,-1.29,-213520084.0,-9.35,-77270196.0,-3.38,-136249888.0,-5.97,-25745888.0,-1.13,239266000.0,10.48
2026-01-28,100.7,-0.32,-125202988.0,-4.64,-53467948.0,-1.98,-71735040.0,-2.66,-38697648.0,-1.44,163900640.0,6.08
2026-01-29,110.77,10.0,1702700496.0,16.29,1741586512.0,16.66,-38886016.0,-0.37,-742228768.0,-7.1,-960471728.0,-9.19
2026-01-30,105.0,-5.21,-818969648.0,-11.44,-648302672.0,-9.06,-170666976.0,-2.38,306563776.0,4.28,512405872.0,7.16
2026-02-02,107.29,2.18,321231392.0,5.58,70794288.0,1.23,250437104.0,4.35,-117599392.0,-2.04,-203631968.0,-3.54
2026-02-03,107.28,-0.01,-359389264.0,-10.1,-200843200.0,-5.65,-158546064.0,-4.46,203146880.0,5.71,156242368.0,4.39
2026-02-04,108.52,1.16,164738848.0,4.03,101874912.0,2.49,62863936.0,1.54,-14289376.0,-0.35,-150449488.0,-3.68
2026-02-05,108.89,0.34,137659696.0,3.38,221136320.0,5.43,-83476624.0,-2.05,-123770528.0,-3.04,-13889168.0,-0.34
2026-02-06,107.0,-1.74,-452315792.0,-15.2,-334056992.0,-11.23,-118258800.0,-3.97,162911168.0,5.48,289404640.0,9.73
2026-02-09,107.36,0.34,-370320288.0,-16.55,-296486224.0,-13.25,-73834064.0,-3.3,191875632.0,8.57,178444672.0,7.97
2026-02-10,106.5,-0.8,-291916341.0,-14.84,-131289173.0,-6.67,-160627168.0,-8.17,100082384.0,5.09,191833952.0,9.75
2026-02-11,106.04,-0.43,-50797586.0,-4.16,-25069474.0,-2.06,-25728112.0,-2.11,-18759472.0,-1.54,69557049.0,5.7
2026-02-12,104.62,-1.34,-362487842.0,-19.01,-168646050.0,-8.85,-193841792.0,-10.17,59342496.0,3.11,303145328.0,15.9
2026-02-13,106.06,1.38,245191376.0,9.59,125042864.0,4.89,120148512.0,4.7,-110009536.0,-4.3,-135181824.0,-5.29
2026-02-24,105.16,-0.85,-134448688.0,-6.02,-46725632.0,-2.09,-87723056.0,-3.93,29012592.0,1.3,105436064.0,4.72
2026-02-25,105.17,0.01,-117001878.0,-6.87,3716538.0,0.22,-120718416.0,-7.09,76453744.0,4.49,40548128.0,2.38
2026-02-26,103.88,-1.23,-371847678.0,-18.55,-349205118.0,-17.42,-22642560.0,-1.13,94092192.0,4.69,277755502.0,13.86
2026-02-27,104.05,0.16,3541364.0,0.28,-26253900.0,-2.11,29795264.0,2.4,1376384.0,0.11,-4917750.0,-0.4
2026-03-02,103.22,-0.8,20604128.0,0.98,-16163168.0,-0.77,36767296.0,1.75,-93096176.0,-4.42,72492048.0,3.44
2026-03-03,102.55,-0.65,-154558099.0,-6.52,-41102179.0,-1.73,-113455920.0,-4.79,43307024.0,1.83,111251088.0,4.69
2026-03-04,101.02,-1.49,-199291503.0,-10.77,-129860207.0,-7.02,-69431296.0,-3.75,37538848.0,2.03,161752656.0,8.74
2026-03-05,101.45,0.43,-12778152.0,-1.25,19194135.0,1.88,-31972287.0,-3.13,-6615712.0,-0.65,19393866.0,1.9
2026-03-06,102.4,0.94,83627796.0,7.27,31254084.0,2.72,52373712.0,4.55,-34123136.0,-2.97,-49504668.0,-4.3
2026-03-09,101.52,-0.86,-141052316.0,-7.79,-73564764.0,-4.06,-67487552.0,-3.73,109330736.0,6.04,31721600.0,1.75
