日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-10-14,358.0,-4.41,-1814697600.0,-9.91,-585673344.0,-3.2,-1229024256.0,-6.71,475826256.0,2.6,1338871520.0,7.31
2025-10-15,369.3,3.16,224495968.0,1.68,479214944.0,3.58,-254718976.0,-1.9,-201991280.0,-1.51,-22504608.0,-0.17
2025-10-16,368.5,-0.22,-860514160.0,-8.45,-818516736.0,-8.04,-41997424.0,-0.41,507730592.0,4.99,352783536.0,3.46
2025-10-17,358.14,-2.81,-1175710896.0,-10.15,-24777328.0,-0.21,-1150933568.0,-9.93,88486080.0,0.76,1087224736.0,9.38
2025-10-20,366.5,2.33,552542080.0,5.33,676451424.0,6.52,-123909344.0,-1.19,-93664784.0,-0.9,-458877312.0,-4.42
2025-10-21,375.9,2.56,554459440.0,3.3,377473072.0,2.25,176986368.0,1.05,-15437280.0,-0.09,-539022400.0,-3.21
2025-10-22,372.86,-0.81,-375944848.0,-4.6,-606689568.0,-7.42,230744720.0,2.82,54128288.0,0.66,321816560.0,3.93
2025-10-23,376.45,0.96,170952016.0,1.9,17265568.0,0.19,153686448.0,1.71,-141644784.0,-1.58,-29307248.0,-0.33
2025-10-24,385.77,2.48,256730016.0,2.09,-112057536.0,-0.91,368787552.0,3.0,-110140688.0,-0.9,-146589360.0,-1.19
2025-10-27,386.18,0.11,-764577904.0,-4.92,-704793712.0,-4.53,-59784192.0,-0.38,352292336.0,2.27,412285696.0,2.65
2025-10-28,386.48,0.08,-60151408.0,-0.54,-223755184.0,-2.0,163603776.0,1.47,306056496.0,2.74,-245905104.0,-2.2
2025-10-29,400.0,3.5,1157448704.0,8.48,998834688.0,7.32,158614016.0,1.16,-551593680.0,-4.04,-605855040.0,-4.44
2025-10-30,398.29,-0.43,94666240.0,0.69,-172084224.0,-1.25,266750464.0,1.93,-384424032.0,-2.79,289757872.0,2.1
2025-10-31,388.77,-2.39,-945011776.0,-6.99,-1190932288.0,-8.81,245920512.0,1.82,143029168.0,1.06,801982432.0,5.93
2025-11-03,386.86,-0.49,-754551616.0,-7.47,-269960368.0,-2.67,-484591248.0,-4.79,321325920.0,3.18,433225696.0,4.29
2025-11-04,378.95,-2.04,-954504272.0,-10.5,-615267872.0,-6.77,-339236400.0,-3.73,124000304.0,1.36,830503952.0,9.13
2025-11-05,388.7,2.57,1026725024.0,8.6,96237168.0,0.81,930487856.0,7.79,-205472976.0,-1.72,-821252128.0,-6.88
2025-11-06,394.68,1.54,623879568.0,6.74,238151920.0,2.57,385727648.0,4.16,-199250080.0,-2.15,-424629488.0,-4.58
2025-11-07,395.37,0.17,148749904.0,2.28,100052224.0,1.54,48697680.0,0.75,-32099296.0,-0.49,-116650608.0,-1.79
2025-11-10,384.51,-2.75,-510796400.0,-5.51,-271391104.0,-2.93,-239405296.0,-2.58,80980176.0,0.87,429816208.0,4.64
2025-11-11,385.6,0.28,56872160.0,0.76,176929568.0,2.36,-120057408.0,-1.6,-50805264.0,-0.68,-6066896.0,-0.08
2025-11-12,386.38,0.2,837682752.0,10.14,626496416.0,7.58,211186336.0,2.56,-338061456.0,-4.09,-499621312.0,-6.05
2025-11-13,415.6,7.56,2654768640.0,11.57,2506381824.0,10.92,148386816.0,0.65,-2206992640.0,-9.62,-447775808.0,-1.95
2025-11-14,404.12,-2.76,-286783648.0,-2.9,-857662432.0,-8.68,570878784.0,5.78,287747216.0,2.91,-963567.0,-0.01
2025-11-17,390.78,-3.3,-1713488128.0,-9.24,-1573088512.0,-8.48,-140399616.0,-0.76,711296336.0,3.84,1002191984.0,5.4
2025-11-18,385.0,-1.48,-1757127536.0,-11.44,-1272066416.0,-8.28,-485061120.0,-3.16,758875808.0,4.94,998251696.0,6.5
2025-11-19,391.1,1.58,612002576.0,5.34,88433200.0,0.77,523569376.0,4.57,-151027296.0,-1.32,-460975280.0,-4.02
2025-11-20,379.39,-2.99,-824614208.0,-6.39,-517294976.0,-4.01,-307319232.0,-2.38,-145634128.0,-1.13,970248336.0,7.52
2025-11-21,370.0,-2.48,185331968.0,1.56,125126592.0,1.06,60205376.0,0.51,-399360928.0,-3.37,214028960.0,1.81
2025-11-24,370.55,0.15,262458720.0,3.1,43861200.0,0.52,218597520.0,2.58,39908288.0,0.47,-302367008.0,-3.57
2025-11-25,372.36,0.49,-141865040.0,-1.83,129895008.0,1.68,-271760048.0,-3.51,204897456.0,2.65,-63032416.0,-0.82
2025-11-26,372.82,0.12,-400896976.0,-5.69,-154779488.0,-2.2,-246117488.0,-3.49,114721232.0,1.63,286175728.0,4.06
2025-11-27,371.2,-0.43,-789089872.0,-9.52,-421192976.0,-5.08,-367896896.0,-4.44,429205296.0,5.18,359884576.0,4.34
2025-11-28,373.2,0.54,-140598000.0,-1.86,139807888.0,1.85,-280405888.0,-3.72,59748816.0,0.79,80849168.0,1.07
2025-12-01,382.97,2.62,666511712.0,6.59,416799712.0,4.12,249712000.0,2.47,-183141584.0,-1.81,-483370128.0,-4.78
2025-12-02,380.08,-0.75,201442096.0,3.24,252098544.0,4.05,-50656448.0,-0.81,-224033472.0,-3.6,22591408.0,0.36
2025-12-03,376.08,-1.05,-421306592.0,-7.96,-314752720.0,-5.94,-106553872.0,-2.01,214665424.0,4.05,206641168.0,3.9
2025-12-04,383.35,1.93,567764288.0,7.78,272566064.0,3.73,295198224.0,4.04,-331837088.0,-4.55,-235927232.0,-3.23
2025-12-05,389.09,1.5,74028720.0,0.82,-74332128.0,-0.83,148360848.0,1.65,241310912.0,2.68,-315339648.0,-3.5
2025-12-08,392.5,0.88,-171437680.0,-2.02,-57413104.0,-0.68,-114024576.0,-1.35,65597184.0,0.77,105840480.0,1.25
2025-12-09,387.59,-1.25,-650796528.0,-8.97,-90558208.0,-1.25,-560238320.0,-7.72,66999488.0,0.92,583797040.0,8.05
2025-12-10,382.38,-1.34,-833707040.0,-11.27,-256619024.0,-3.47,-577088016.0,-7.8,164837920.0,2.23,668869120.0,9.04
2025-12-11,388.99,1.73,483443552.0,4.36,390775024.0,3.52,92668528.0,0.84,-409506944.0,-3.69,-73936624.0,-0.67
2025-12-12,391.8,0.72,99997168.0,1.07,-243802624.0,-2.61,343799792.0,3.67,-75214976.0,-0.8,-24782208.0,-0.26
2025-12-15,385.5,-1.61,-223205248.0,-3.14,204818512.0,2.89,-428023760.0,-6.03,-88043456.0,-1.24,311248704.0,4.38
2025-12-16,378.41,-1.84,-390259600.0,-5.35,186612656.0,2.56,-576872256.0,-7.91,-235917872.0,-3.24,626177472.0,8.59
2025-12-17,383.42,1.32,-171546944.0,-2.03,62860880.0,0.74,-234407824.0,-2.77,116279712.0,1.38,55267216.0,0.65
2025-12-18,372.0,-2.98,-1359869584.0,-12.27,-1191815040.0,-10.76,-168054544.0,-1.52,445990112.0,4.03,913879472.0,8.25
2025-12-19,374.0,0.54,435626032.0,6.63,-40820704.0,-0.62,476446736.0,7.25,-356056672.0,-5.42,-79569376.0,-1.21
2025-12-22,371.84,-0.58,-581030784.0,-6.12,196698192.0,2.07,-777728976.0,-8.2,171521456.0,1.81,409509344.0,4.32
2025-12-23,378.1,1.68,888399456.0,10.01,620024352.0,6.98,268375104.0,3.02,-499714896.0,-5.63,-388684560.0,-4.38
2025-12-24,375.6,-0.66,116947248.0,1.48,481099504.0,6.09,-364152256.0,-4.61,-202142496.0,-2.56,85195232.0,1.08
2025-12-25,373.01,-0.69,-287235280.0,-3.8,-49567696.0,-0.66,-237667584.0,-3.14,-205401040.0,-2.72,492636320.0,6.52
2025-12-26,374.43,0.38,564594864.0,5.87,430498800.0,4.48,134096064.0,1.39,-523084528.0,-5.44,-41510336.0,-0.43
2025-12-29,369.31,-1.37,-843854656.0,-9.46,-463405216.0,-5.19,-380449440.0,-4.26,288757168.0,3.24,555097488.0,6.22
2025-12-30,369.2,-0.03,31658208.0,0.45,65354016.0,0.93,-33695808.0,-0.48,-88573008.0,-1.26,56914816.0,0.81
2025-12-31,367.26,-0.53,-137913392.0,-2.33,-156368912.0,-2.64,18455520.0,0.31,57988640.0,0.98,79924736.0,1.35
2026-01-05,377.5,2.79,653786160.0,5.2,260540976.0,2.07,393245184.0,3.13,-366389040.0,-2.91,-287397232.0,-2.28
2026-01-06,373.99,-0.93,-519654560.0,-4.07,-393893024.0,-3.09,-125761536.0,-0.99,162576784.0,1.27,357077744.0,2.8
2026-01-07,371.01,-0.8,-353459424.0,-3.63,-459420144.0,-4.72,105960720.0,1.09,-129947088.0,-1.34,483406512.0,4.97
2026-01-08,369.21,-0.49,124052128.0,1.25,-173854480.0,-1.75,297906608.0,2.99,-402612544.0,-4.04,278560400.0,2.8
2026-01-09,369.23,0.01,-144025296.0,-1.23,-219591776.0,-1.88,75566480.0,0.65,-277516256.0,-2.38,421541552.0,3.61
2026-01-12,361.68,-2.04,-965571216.0,-5.52,-404710800.0,-2.31,-560860416.0,-3.2,41455920.0,0.24,924115376.0,5.28
2026-01-13,359.0,-0.74,-805363968.0,-7.49,-509878720.0,-4.74,-295485248.0,-2.75,106219312.0,0.99,699144640.0,6.51
2026-01-14,353.98,-1.4,-1047474144.0,-7.73,-287275744.0,-2.12,-760198400.0,-5.61,238836064.0,1.76,808637904.0,5.97
2026-01-15,353.75,-0.06,-580519072.0,-5.06,296821456.0,2.59,-877340528.0,-7.65,112833008.0,0.98,467686016.0,4.08
2026-01-16,352.32,-0.4,-1578735760.0,-13.91,-26475424.0,-0.23,-1552260336.0,-13.68,649161616.0,5.72,929574144.0,8.19
2026-01-19,348.9,-0.97,-1463735600.0,-12.36,-355754096.0,-3.0,-1107981504.0,-9.36,366745472.0,3.1,1096990192.0,9.26
2026-01-20,349.6,0.2,283159232.0,2.27,665874624.0,5.34,-382715392.0,-3.07,-285985632.0,-2.29,2826384.0,0.02
2026-01-21,349.81,0.06,159424384.0,1.15,857831808.0,6.16,-698407424.0,-5.02,-399842432.0,-2.87,240418176.0,1.73
2026-01-22,345.8,-1.15,-1410224208.0,-8.9,-974814800.0,-6.15,-435409408.0,-2.75,165514096.0,1.04,1244710192.0,7.85
2026-01-23,347.0,0.35,-558630592.0,-4.74,-544098480.0,-4.62,-14532112.0,-0.12,17666560.0,0.15,540963984.0,4.59
2026-01-26,342.05,-1.43,-1026339280.0,-8.95,-417561248.0,-3.64,-608778032.0,-5.31,126267808.0,1.1,900071568.0,7.85
2026-01-27,339.4,-0.77,-731323680.0,-6.68,-576793776.0,-5.27,-154529904.0,-1.41,188641984.0,1.72,542681680.0,4.95
2026-01-28,339.99,0.17,-1259257184.0,-8.05,-672571488.0,-4.3,-586685696.0,-3.75,636717376.0,4.07,622539920.0,3.98
2026-01-29,341.89,0.56,168883664.0,1.46,543768000.0,4.7,-374884336.0,-3.24,-156964816.0,-1.36,-11918848.0,-0.1
2026-01-30,350.0,2.37,862702496.0,5.06,649837728.0,3.81,212864768.0,1.25,-101451904.0,-0.6,-761250528.0,-4.47
2026-02-02,348.98,-0.29,-511846576.0,-3.72,-95481008.0,-0.69,-416365568.0,-3.02,40679904.0,0.3,471166816.0,3.42
2026-02-03,347.91,-0.31,-246922384.0,-2.68,-154734304.0,-1.68,-92188080.0,-1.0,-27205056.0,-0.3,274127424.0,2.97
2026-02-04,365.03,4.92,1574661120.0,9.07,656720128.0,3.78,917940992.0,5.28,-781988544.0,-4.5,-792672608.0,-4.56
2026-02-05,362.94,-0.57,232521552.0,2.26,334317248.0,3.26,-101795696.0,-0.99,-347008736.0,-3.38,114487168.0,1.11
2026-02-06,369.11,1.7,518007408.0,3.57,487818352.0,3.36,30189056.0,0.21,-159012320.0,-1.1,-358995152.0,-2.47
2026-02-09,368.82,-0.08,-733724736.0,-7.28,-424648240.0,-4.21,-309076496.0,-3.07,387261392.0,3.84,346463344.0,3.44
2026-02-10,364.97,-1.04,-806400816.0,-11.86,-240001632.0,-3.53,-566399184.0,-8.33,291560656.0,4.29,514840160.0,7.57
2026-02-11,368.0,0.83,154144064.0,2.13,-40898992.0,-0.56,195043056.0,2.69,-188737536.0,-2.61,34593472.0,0.48
2026-02-12,375.87,2.14,966089888.0,9.28,752868128.0,7.23,213221760.0,2.05,-415929872.0,-4.0,-550160032.0,-5.28
2026-02-13,365.34,-2.8,-1173222320.0,-14.26,-1023799520.0,-12.44,-149422800.0,-1.82,308123728.0,3.74,865098592.0,10.51
2026-02-24,361.95,-0.93,-734353888.0,-8.83,-104627008.0,-1.26,-629726880.0,-7.57,274673888.0,3.3,459679968.0,5.53
2026-02-25,362.18,0.06,-267365280.0,-3.93,165802704.0,2.44,-433167984.0,-6.37,-59956976.0,-0.88,327322256.0,4.81
2026-02-26,346.0,-4.47,-1887301120.0,-12.49,-1102921984.0,-7.3,-784379136.0,-5.19,135995168.0,0.9,1751305904.0,11.59
2026-02-27,342.01,-1.15,-585901728.0,-6.68,360054208.0,4.1,-945955936.0,-10.78,89720336.0,1.02,496181392.0,5.65
2026-03-02,340.22,-0.52,-567741136.0,-5.89,613520304.0,6.36,-1181261440.0,-12.25,-244214096.0,-2.53,811955200.0,8.42
2026-03-03,344.07,1.13,1033821408.0,7.43,571696864.0,4.11,462124544.0,3.32,-590656976.0,-4.24,-443164256.0,-3.18
2026-03-04,338.9,-1.5,-583405616.0,-6.89,-487121744.0,-5.75,-96283872.0,-1.14,249421488.0,2.95,333984128.0,3.94
2026-03-05,350.25,3.35,1094369936.0,10.11,948042208.0,8.76,146327728.0,1.35,-575620816.0,-5.32,-518749104.0,-4.79
2026-03-06,354.77,1.29,1005528416.0,13.61,376428960.0,5.09,629099456.0,8.51,-274778144.0,-3.72,-730750272.0,-9.89
2026-03-09,357.5,0.77,663009408.0,5.91,436104192.0,3.89,226905216.0,2.02,-572495376.0,-5.1,-90514048.0,-0.81
