日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-11-03,40.78,2.26,433110272.0,11.29,498657152.0,13.0,-65546880.0,-1.71,-297943104.0,-7.76,-135167168.0,-3.52
2025-11-04,42.0,2.99,226023904.0,3.94,186088768.0,3.25,39935136.0,0.7,-221824384.0,-3.87,-4199536.0,-0.07
2025-11-05,41.79,-0.5,2082432.0,0.07,31259552.0,0.99,-29177120.0,-0.93,-28401376.0,-0.9,26318944.0,0.84
2025-11-06,41.33,-1.1,-437013152.0,-11.8,-351433792.0,-9.49,-85579360.0,-2.31,187376208.0,5.06,249636960.0,6.74
2025-11-07,41.5,0.41,179204000.0,7.11,199281520.0,7.9,-20077520.0,-0.8,-177494048.0,-7.04,-1709936.0,-0.07
2025-11-10,41.71,0.51,289826544.0,12.76,238734960.0,10.51,51091584.0,2.25,-147304272.0,-6.48,-142522256.0,-6.27
2025-11-11,41.95,0.58,179260032.0,7.68,5719168.0,0.24,173540864.0,7.43,-119124576.0,-5.1,-60135472.0,-2.57
2025-11-12,41.92,-0.07,285638800.0,11.25,53612896.0,2.11,232025904.0,9.14,-194613600.0,-7.67,-91025216.0,-3.59
2025-11-13,42.2,0.67,24995792.0,0.99,-61512960.0,-2.43,86508752.0,3.42,-40786848.0,-1.61,15791040.0,0.62
2025-11-14,42.24,0.09,60406528.0,2.68,-59062944.0,-2.62,119469472.0,5.31,-68568064.0,-3.05,8161536.0,0.36
2025-11-17,41.64,-1.42,80601232.0,3.09,-37452832.0,-1.44,118054064.0,4.53,-97264720.0,-3.73,16663488.0,0.64
2025-11-18,41.87,0.55,-144982864.0,-6.56,-140287392.0,-6.35,-4695472.0,-0.21,45530704.0,2.06,99452160.0,4.5
2025-11-19,42.21,0.81,272007168.0,12.3,19617120.0,0.89,252390048.0,11.41,-222258192.0,-10.05,-49748992.0,-2.25
2025-11-20,42.22,0.02,254650576.0,10.0,246187456.0,9.67,8463120.0,0.33,-142279312.0,-5.59,-112371296.0,-4.41
2025-11-21,41.99,-0.54,-281073856.0,-8.23,-182484848.0,-5.34,-98589008.0,-2.89,218959568.0,6.41,62114272.0,1.82
2025-11-24,41.62,-0.88,-169796336.0,-5.85,34001472.0,1.17,-203797808.0,-7.02,213301696.0,7.35,-43505360.0,-1.5
2025-11-25,42.24,1.49,61753392.0,2.16,242709712.0,8.48,-180956320.0,-6.33,9659552.0,0.34,-71412944.0,-2.5
2025-11-26,42.24,0.0,-87219328.0,-4.47,-1444512.0,-0.07,-85774816.0,-4.4,26260064.0,1.35,60959264.0,3.13
2025-11-27,42.18,-0.14,88822928.0,3.32,-92986240.0,-3.48,181809168.0,6.81,-40673376.0,-1.52,-48149536.0,-1.8
2025-11-28,41.94,-0.57,325047343.0,15.29,103207519.0,4.85,221839824.0,10.43,-360928336.0,-16.97,35881024.0,1.69
2025-12-01,42.43,1.17,-116054400.0,-4.73,-48709248.0,-1.98,-67345152.0,-2.74,-67363936.0,-2.74,183418336.0,7.47
2025-12-02,42.37,-0.14,-120179776.0,-6.81,-45536448.0,-2.58,-74643328.0,-4.23,127421376.0,7.22,-7241600.0,-0.41
2025-12-03,42.0,-0.87,-110457216.0,-5.44,-55321808.0,-2.73,-55135408.0,-2.72,22750144.0,1.12,87707072.0,4.32
2025-12-04,42.21,0.5,-81415840.0,-5.22,-17701024.0,-1.13,-63714816.0,-4.08,58323760.0,3.74,23092096.0,1.48
2025-12-05,42.44,0.54,64636224.0,2.72,-56606784.0,-2.39,121243008.0,5.11,-7145120.0,-0.3,-57491120.0,-2.42
2025-12-08,42.17,-0.64,113845360.0,4.53,19384048.0,0.77,94461312.0,3.76,2399328.0,0.1,-116244688.0,-4.63
2025-12-09,42.03,-0.33,-112323504.0,-5.6,-28952176.0,-1.44,-83371328.0,-4.15,40437184.0,2.01,71886336.0,3.58
2025-12-10,40.69,-3.19,-766033152.0,-16.85,-373455760.0,-8.21,-392577392.0,-8.63,292030224.0,6.42,474002928.0,10.42
2025-12-11,40.67,-0.05,-400897072.0,-11.37,-48450496.0,-1.37,-352446576.0,-10.0,139297904.0,3.95,261599152.0,7.42
2025-12-12,40.73,0.15,21573424.0,0.72,104895136.0,3.51,-83321712.0,-2.78,-3030640.0,-0.1,-18542784.0,-0.62
2025-12-15,40.79,0.15,-22105632.0,-0.94,-61354736.0,-2.6,39249104.0,1.66,-22484880.0,-0.95,44590528.0,1.89
2025-12-16,40.69,-0.25,-8977424.0,-0.38,-41558848.0,-1.76,32581424.0,1.38,-91767280.0,-3.89,100744704.0,4.27
2025-12-17,40.51,-0.44,27441328.0,1.05,59907568.0,2.29,-32466240.0,-1.24,60176160.0,2.3,-87617504.0,-3.35
2025-12-18,41.36,2.1,1004400.0,0.03,131860672.0,4.09,-130856272.0,-4.06,-9235104.0,-0.29,8230704.0,0.26
2025-12-19,40.98,-0.92,-77416832.0,-3.2,-51456608.0,-2.12,-25960224.0,-1.07,116495024.0,4.81,-39078224.0,-1.61
2025-12-22,40.76,-0.54,-49088720.0,-2.23,12519376.0,0.57,-61608096.0,-2.8,16934608.0,0.77,32154112.0,1.46
2025-12-23,40.9,0.34,-70114608.0,-2.76,-128315296.0,-5.05,58200688.0,2.29,157114320.0,6.19,-86999712.0,-3.43
2025-12-24,40.82,-0.2,-155222164.0,-6.92,-86619556.0,-3.86,-68602608.0,-3.06,45641664.0,2.04,109580496.0,4.89
2025-12-25,40.77,-0.12,44353744.0,2.12,127279008.0,6.09,-82925264.0,-3.97,3694688.0,0.18,-48048432.0,-2.3
2025-12-26,40.69,-0.2,241228800.0,11.36,7653760.0,0.36,233575040.0,11.0,-162135344.0,-7.63,-79093456.0,-3.72
2025-12-29,40.86,0.42,177092112.0,6.22,300325072.0,10.54,-123232960.0,-4.33,-224360464.0,-7.88,47268336.0,1.66
2025-12-30,41.27,1.0,231319808.0,6.57,189688128.0,5.39,41631680.0,1.18,-168780944.0,-4.79,-62538864.0,-1.78
2025-12-31,41.09,-0.44,-35701360.0,-1.53,53115072.0,2.27,-88816432.0,-3.8,-118818672.0,-5.09,154520064.0,6.62
2026-01-05,41.34,0.61,-145489936.0,-4.07,-205694512.0,-5.76,60204576.0,1.69,30794320.0,0.86,114695600.0,3.21
2026-01-06,41.72,0.92,207117312.0,5.29,26493968.0,0.68,180623344.0,4.61,-99073520.0,-2.53,-108043792.0,-2.76
2026-01-07,41.14,-1.39,-117346368.0,-3.14,-186270368.0,-4.99,68924000.0,1.84,-58861296.0,-1.58,176207664.0,4.72
2026-01-08,40.57,-1.39,-546071136.0,-11.76,-712068128.0,-15.34,165996992.0,3.58,262324464.0,5.65,283746672.0,6.11
2026-01-09,40.29,-0.69,-550513264.0,-13.53,-822065616.0,-20.2,271552352.0,6.67,414724336.0,10.19,135788944.0,3.34
2026-01-12,40.11,-0.45,-973408384.0,-19.91,-1214625792.0,-24.85,241217408.0,4.94,458401552.0,9.38,515006848.0,10.54
2026-01-13,40.12,0.02,-607597680.0,-12.73,-631743776.0,-13.24,24146096.0,0.51,215848880.0,4.52,391748800.0,8.21
2026-01-14,39.06,-2.64,-1713213264.0,-21.96,-1933388544.0,-24.78,220175280.0,2.82,915945808.0,11.74,797267440.0,10.22
2026-01-15,39.1,0.1,-130743248.0,-2.68,-154153120.0,-3.15,23409872.0,0.48,-206611856.0,-4.23,337355104.0,6.9
2026-01-16,38.72,-0.97,-269655360.0,-4.54,-29498288.0,-0.5,-240157072.0,-4.04,-680274864.0,-11.45,949930208.0,15.99
2026-01-19,38.55,-0.44,-407469024.0,-10.65,-60945216.0,-1.59,-346523808.0,-9.06,-149987856.0,-3.92,557456864.0,14.57
2026-01-20,38.73,0.47,142002848.0,3.28,561588528.0,12.98,-419585680.0,-9.7,-401480512.0,-9.28,259477664.0,6.0
2026-01-21,38.24,-1.27,-105688672.0,-2.26,99810512.0,2.13,-205499184.0,-4.39,-561257376.0,-11.98,666946048.0,14.24
2026-01-22,37.85,-1.02,-698173520.0,-9.78,-1034880768.0,-14.5,336707248.0,4.72,-193200080.0,-2.71,891373616.0,12.49
2026-01-23,37.5,-0.92,-964277152.0,-13.51,-1122434288.0,-15.73,158157136.0,2.22,-91951536.0,-1.29,1056228704.0,14.8
2026-01-26,38.02,1.39,-388194832.0,-4.72,-241302544.0,-2.93,-146892288.0,-1.79,-391790592.0,-4.76,779985440.0,9.48
2026-01-27,38.1,0.21,659051696.0,10.95,426095728.0,7.08,232955968.0,3.87,-635047296.0,-10.55,-24004416.0,-0.4
2026-01-28,37.8,-0.79,-423888992.0,-5.46,-510781232.0,-6.58,86892240.0,1.12,-556347008.0,-7.17,980235984.0,12.64
2026-01-29,38.53,1.93,544020688.0,7.13,385166112.0,5.05,158854576.0,2.08,-386134240.0,-5.06,-157886432.0,-2.07
2026-01-30,38.67,0.36,-262509840.0,-4.07,154011776.0,2.39,-416521616.0,-6.46,31897136.0,0.49,230612704.0,3.58
2026-02-02,38.45,-0.57,-39511472.0,-0.74,54720816.0,1.02,-94232288.0,-1.75,-153965472.0,-2.86,193476928.0,3.6
2026-02-03,38.3,-0.39,-204259840.0,-6.33,-100794896.0,-3.12,-103464944.0,-3.2,-6429472.0,-0.2,210689312.0,6.53
2026-02-04,39.01,1.85,642169904.0,16.21,421955168.0,10.65,220214736.0,5.56,-421733184.0,-10.65,-220436720.0,-5.56
2026-02-05,39.71,1.79,554257280.0,11.52,433822992.0,9.02,120434288.0,2.5,-90506512.0,-1.88,-463750752.0,-9.64
2026-02-06,39.6,-0.28,177625600.0,5.59,188163152.0,5.92,-10537552.0,-0.33,-162668608.0,-5.12,-14956992.0,-0.47
2026-02-09,39.48,-0.3,-96856512.0,-3.72,-57101744.0,-2.19,-39754768.0,-1.53,-59430160.0,-2.28,156286672.0,6.01
2026-02-10,39.34,-0.35,-118318608.0,-6.06,-103681120.0,-5.31,-14637488.0,-0.75,-58237840.0,-2.98,176556446.0,9.04
2026-02-11,39.4,0.15,-217532192.0,-10.46,-22643312.0,-1.09,-194888880.0,-9.37,6564272.0,0.32,210967904.0,10.14
2026-02-12,38.99,-1.04,-192610704.0,-6.36,-213284032.0,-7.04,20673328.0,0.68,-46306832.0,-1.53,238917536.0,7.89
2026-02-13,38.71,-0.72,-111276416.0,-4.06,-23254304.0,-0.85,-88022112.0,-3.21,-287671296.0,-10.51,398947696.0,14.57
2026-02-24,38.94,0.59,-95681328.0,-3.24,-81894768.0,-2.78,-13786560.0,-0.47,-58136736.0,-1.97,153818064.0,5.21
2026-02-25,38.78,-0.41,-108397728.0,-3.85,-254299312.0,-9.03,145901584.0,5.18,23938464.0,0.85,84459232.0,3.0
2026-02-26,38.7,-0.21,155871792.0,6.79,17387040.0,0.76,138484752.0,6.03,-187227440.0,-8.15,31355632.0,1.36
2026-02-27,38.75,0.13,103059904.0,4.17,398064.0,0.02,102661840.0,4.15,-161345024.0,-6.53,58285120.0,2.36
2026-03-02,38.67,-0.21,-8187616.0,-0.31,-7805088.0,-0.29,-382528.0,-0.01,-210701664.0,-7.95,218889296.0,8.26
2026-03-03,39.18,1.32,385021296.0,7.1,110362192.0,2.03,274659104.0,5.06,-80974880.0,-1.49,-304046416.0,-5.61
2026-03-04,38.6,-1.48,-378000304.0,-8.51,-364944080.0,-8.22,-13056224.0,-0.29,102895568.0,2.32,275104720.0,6.19
2026-03-05,39.15,1.42,162569744.0,5.32,30645760.0,1.0,131923984.0,4.31,-170755936.0,-5.58,8186192.0,0.27
2026-03-06,39.2,0.13,172388912.0,9.46,-31071344.0,-1.71,203460256.0,11.17,-75579248.0,-4.15,-96809680.0,-5.31
2026-03-09,38.79,-1.05,-286766512.0,-9.61,-167879680.0,-5.63,-118886832.0,-3.98,-15566992.0,-0.52,302333472.0,10.13
