日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-10-14,72.11,1.11,395217920.0,10.49,196488288.0,5.21,198729632.0,5.27,-199480640.0,-5.29,-195737264.0,-5.2
2025-10-15,72.43,0.44,120787984.0,4.39,-12107392.0,-0.44,132895376.0,4.83,-82818768.0,-3.01,-37969216.0,-1.38
2025-10-16,72.69,0.36,-414251392.0,-16.34,-113773232.0,-4.49,-300478160.0,-11.85,247484032.0,9.76,166767344.0,6.58
2025-10-17,72.31,-0.52,66210358.0,3.28,17924262.0,0.89,48286096.0,2.39,-5234016.0,-0.26,-60976352.0,-3.02
2025-10-20,72.38,0.1,63459664.0,2.93,80540256.0,3.72,-17080592.0,-0.79,-64090080.0,-2.96,630400.0,0.03
2025-10-21,72.42,0.06,-12420845.0,-0.6,38693059.0,1.87,-51113904.0,-2.47,-39524016.0,-1.91,51944864.0,2.51
2025-10-22,73.39,1.34,32671024.0,1.13,-73806560.0,-2.55,106477584.0,3.68,24462688.0,0.85,-57133712.0,-1.97
2025-10-23,74.4,1.38,9244496.0,0.36,-93352640.0,-3.61,102597136.0,3.96,-34946000.0,-1.35,25701488.0,0.99
2025-10-24,74.12,-0.38,-24292913.0,-1.33,-32240257.0,-1.76,7947344.0,0.43,-122491504.0,-6.69,146784400.0,8.02
2025-10-27,74.39,0.36,-174305952.0,-6.83,-4155968.0,-0.16,-170149984.0,-6.67,-16318592.0,-0.64,190624560.0,7.47
2025-10-28,73.92,-0.63,-251127533.0,-14.43,-30282397.0,-1.74,-220845136.0,-12.69,188353920.0,10.82,62773600.0,3.61
2025-10-29,73.91,-0.01,82136832.0,4.06,15890272.0,0.78,66246560.0,3.27,-109638128.0,-5.41,27501312.0,1.36
2025-10-30,74.81,1.22,3855472.0,0.1,-100759744.0,-2.67,104615216.0,2.77,-64295792.0,-1.7,60440304.0,1.6
2025-10-31,75.91,1.47,236347328.0,6.08,-91680752.0,-2.36,328028080.0,8.44,71362816.0,1.84,-307710144.0,-7.91
2025-11-03,74.9,-1.33,-103255968.0,-4.84,-206367248.0,-9.68,103111280.0,4.84,83034592.0,3.89,20221360.0,0.95
2025-11-04,74.67,-0.31,97020432.0,4.25,141203808.0,6.19,-44183376.0,-1.94,33532016.0,1.47,-130552464.0,-5.72
2025-11-05,75.45,1.04,41813093.0,2.07,-38034955.0,-1.89,79848048.0,3.96,108807344.0,5.4,-150620432.0,-7.47
2025-11-06,76.54,1.44,-4428768.0,-0.16,63985968.0,2.34,-68414736.0,-2.5,34644688.0,1.27,-30215936.0,-1.11
2025-11-07,75.71,-1.08,123743056.0,6.12,-15143536.0,-0.75,138886592.0,6.87,-153364064.0,-7.59,29621024.0,1.47
2025-11-10,76.84,1.49,279734288.0,9.29,207397616.0,6.89,72336672.0,2.4,-40711264.0,-1.35,-239023024.0,-7.94
2025-11-11,76.74,-0.13,228080731.0,12.99,211325883.0,12.04,16754848.0,0.95,-75490192.0,-4.3,-152590544.0,-8.69
2025-11-12,79.0,2.95,210237648.0,3.59,282305360.0,4.82,-72067712.0,-1.23,-117916256.0,-2.01,-92321424.0,-1.58
2025-11-13,79.11,0.14,-41773504.0,-1.58,-44864528.0,-1.7,3091024.0,0.12,64266096.0,2.43,-22492576.0,-0.85
2025-11-14,78.74,-0.47,10003840.0,0.46,-94121904.0,-4.32,104125744.0,4.77,10378160.0,0.48,-20382000.0,-0.93
2025-11-17,77.93,-1.03,-211139530.0,-10.3,-220065882.0,-10.73,8926352.0,0.44,110665392.0,5.4,100474128.0,4.9
2025-11-18,77.4,-0.68,-199018078.0,-10.86,-234950526.0,-12.82,35932448.0,1.96,-52671456.0,-2.87,251689520.0,13.73
2025-11-19,77.4,0.0,210687246.0,12.68,-8889202.0,-0.53,219576448.0,13.21,-191059216.0,-11.5,-19628032.0,-1.18
2025-11-20,77.94,0.7,47028242.0,2.29,-106064158.0,-5.17,153092400.0,7.47,-42962576.0,-2.1,-4065664.0,-0.2
2025-11-21,78.75,1.04,-35120256.0,-1.02,-221436912.0,-6.43,186316656.0,5.41,156880112.0,4.56,-121759872.0,-3.54
2025-11-24,78.56,-0.24,342759005.0,11.81,26277853.0,0.91,316481152.0,10.9,-125445312.0,-4.32,-217313696.0,-7.49
2025-11-25,78.7,0.18,93962368.0,4.12,-109499312.0,-4.8,203461680.0,8.92,-125256432.0,-5.49,31294048.0,1.37
2025-11-26,79.8,1.4,463729651.0,18.27,203564915.0,8.02,260164736.0,10.25,-299764000.0,-11.81,-163965632.0,-6.46
2025-11-27,79.8,0.0,169194864.0,6.7,46778096.0,1.85,122416768.0,4.85,11804944.0,0.47,-180999808.0,-7.17
2025-11-28,79.86,0.08,243242368.0,16.83,55532384.0,3.84,187709984.0,12.99,-149825648.0,-10.37,-93416720.0,-6.46
2025-12-01,80.0,0.18,46738561.0,1.93,-57086383.0,-2.36,103824944.0,4.29,-226592256.0,-9.37,179853696.0,7.43
2025-12-02,81.56,1.95,239657888.0,7.8,41530128.0,1.35,198127760.0,6.45,-272134096.0,-8.86,32476208.0,1.06
2025-12-03,82.17,0.75,146604720.0,4.83,-53834128.0,-1.77,200438848.0,6.6,-136121744.0,-4.48,-10482976.0,-0.35
2025-12-04,81.89,-0.34,-91628176.0,-3.85,-167610320.0,-7.05,75982144.0,3.2,-116387664.0,-4.9,208015856.0,8.75
2025-12-05,82.23,0.42,99342368.0,4.92,-54081120.0,-2.68,153423488.0,7.59,-136427040.0,-6.75,37084688.0,1.83
2025-12-08,81.81,-0.51,-830480.0,-0.04,-4593744.0,-0.21,3763264.0,0.17,-33104032.0,-1.48,33934512.0,1.52
2025-12-09,80.2,-1.97,-372166848.0,-12.96,-149774640.0,-5.21,-222392208.0,-7.74,95580544.0,3.33,276586320.0,9.63
2025-12-10,80.07,-0.16,-124240705.0,-6.3,-213483633.0,-10.83,89242928.0,4.53,-50212640.0,-2.55,174453344.0,8.85
2025-12-11,79.3,-0.96,-217364703.0,-9.98,-258160047.0,-11.85,40795344.0,1.87,35362368.0,1.62,182002336.0,8.35
2025-12-12,79.32,0.03,-163089848.0,-6.24,-29558808.0,-1.13,-133531040.0,-5.11,136411920.0,5.22,26677936.0,1.02
2025-12-15,80.41,1.37,-177195072.0,-6.01,-236201808.0,-8.02,59006736.0,2.0,160821024.0,5.46,16374032.0,0.56
2025-12-16,79.96,-0.56,-47802774.0,-2.78,-46508454.0,-2.71,-1294320.0,-0.08,65372464.0,3.8,-17569680.0,-1.02
2025-12-17,80.47,0.64,-57055519.0,-3.08,10024625.0,0.54,-67080144.0,-3.62,55278480.0,2.99,1777056.0,0.1
2025-12-18,79.83,-0.8,101551541.0,5.94,-15388027.0,-0.9,116939568.0,6.84,-119478384.0,-6.99,17926848.0,1.05
2025-12-19,79.45,-0.48,-69718517.0,-3.16,36483915.0,1.65,-106202432.0,-4.82,-53019696.0,-2.4,122738224.0,5.57
2025-12-22,79.16,-0.37,-136035707.0,-7.01,-4539355.0,-0.23,-131496352.0,-6.77,61705984.0,3.18,74329728.0,3.83
2025-12-23,79.65,0.62,-95638453.0,-4.71,23227899.0,1.14,-118866352.0,-5.86,-21066512.0,-1.04,116704944.0,5.75
2025-12-24,78.8,-1.07,-243410992.0,-14.19,-66277792.0,-3.86,-177133200.0,-10.33,214090320.0,12.48,29320656.0,1.71
2025-12-25,78.59,-0.27,-151155100.0,-8.49,-111735084.0,-6.28,-39420016.0,-2.21,31505936.0,1.77,119649184.0,6.72
2025-12-26,78.87,0.36,28856723.0,1.71,-22581293.0,-1.34,51438016.0,3.05,12901952.0,0.76,-41758672.0,-2.47
2025-12-29,78.41,-0.58,41980128.0,2.07,2086528.0,0.1,39893600.0,1.97,-52553648.0,-2.59,10573520.0,0.52
2025-12-30,78.85,0.56,-106605874.0,-6.34,75993630.0,4.52,-182599504.0,-10.86,17651184.0,1.05,88954688.0,5.29
2025-12-31,78.15,-0.89,29113328.0,1.29,1399856.0,0.06,27713472.0,1.23,15795280.0,0.7,-44908608.0,-1.99
2026-01-05,78.68,0.68,-3661440.0,-0.1,24294144.0,0.69,-27955584.0,-0.8,-21549456.0,-0.62,25210880.0,0.72
2026-01-06,78.84,0.2,-258079168.0,-7.22,33934992.0,0.95,-292014160.0,-8.17,129224560.0,3.62,128854608.0,3.61
2026-01-07,79.37,0.67,266178320.0,8.39,-16067920.0,-0.51,282246240.0,8.89,-203445856.0,-6.41,-62732448.0,-1.98
2026-01-08,79.03,-0.43,327099680.0,13.27,35239920.0,1.43,291859760.0,11.84,-239594800.0,-9.72,-87504896.0,-3.55
2026-01-09,79.77,0.94,127488256.0,4.69,185988368.0,6.84,-58500112.0,-2.15,-94670768.0,-3.48,-32817488.0,-1.21
2026-01-12,78.62,-1.44,18588496.0,0.45,-17278720.0,-0.42,35867216.0,0.87,-190286736.0,-4.62,171698256.0,4.17
2026-01-13,76.2,-3.08,-691117088.0,-9.5,-706409344.0,-9.71,15292256.0,0.21,-144447264.0,-1.98,835564352.0,11.48
2026-01-14,77.15,1.25,251094992.0,6.05,-15841648.0,-0.38,266936640.0,6.43,-276812608.0,-6.67,25717600.0,0.62
2026-01-15,77.22,0.09,244073488.0,8.74,119661280.0,4.28,124412208.0,4.45,-354354128.0,-12.68,110280640.0,3.95
2026-01-16,77.31,0.12,105648505.0,3.67,89930345.0,3.12,15718160.0,0.55,-274382816.0,-9.52,168734288.0,5.85
2026-01-19,77.62,0.4,149079552.0,5.71,125172688.0,4.8,23906864.0,0.92,-371579952.0,-14.24,222500400.0,8.53
2026-01-20,79.0,1.78,404782112.0,11.31,57768864.0,1.61,347013248.0,9.69,-325404032.0,-9.09,-79378064.0,-2.22
2026-01-21,77.78,-1.54,84130800.0,2.92,92296176.0,3.2,-8165376.0,-0.28,-242017872.0,-8.4,157887072.0,5.48
2026-01-22,77.49,-0.37,474053450.0,17.73,158969850.0,5.95,315083600.0,11.79,-483101408.0,-18.07,9047968.0,0.34
2026-01-23,76.78,-0.92,166854544.0,5.8,173491408.0,6.03,-6636864.0,-0.23,-164210608.0,-5.7,-2643952.0,-0.09
2026-01-26,76.35,-0.56,17496832.0,0.48,143904800.0,3.96,-126407968.0,-3.48,-357686080.0,-9.85,340189248.0,9.37
2026-01-27,76.1,-0.33,-1948864.0,-0.08,47883216.0,1.92,-49832080.0,-2.0,-126579616.0,-5.08,128528464.0,5.15
2026-01-28,75.34,-1.0,-143631728.0,-3.02,36685744.0,0.77,-180317472.0,-3.79,-262448656.0,-5.51,406080368.0,8.53
2026-01-29,77.88,3.37,242193968.0,5.06,196853184.0,4.11,45340784.0,0.95,-284099200.0,-5.94,41905232.0,0.88
2026-01-30,77.59,-0.37,754770528.0,18.11,674061648.0,16.17,80708880.0,1.94,-444730240.0,-10.67,-310040288.0,-7.44
2026-02-02,77.85,0.34,507606496.0,18.83,89748208.0,3.33,417858288.0,15.5,-328320560.0,-12.18,-179285952.0,-6.65
2026-02-03,77.91,0.08,263387952.0,9.79,34801520.0,1.29,228586432.0,8.49,-79247168.0,-2.94,-184140752.0,-6.84
2026-02-04,79.81,2.44,296049424.0,9.61,169982896.0,5.52,126066528.0,4.09,-91253632.0,-2.96,-204795792.0,-6.65
2026-02-05,80.45,0.8,459193184.0,13.29,312994400.0,9.06,146198784.0,4.23,-158675760.0,-4.59,-300517424.0,-8.69
2026-02-06,79.54,-1.13,-49597104.0,-1.99,86158368.0,3.45,-135755472.0,-5.44,-51124688.0,-2.05,100721792.0,4.04
2026-02-09,79.16,-0.48,-51690112.0,-1.96,-8983344.0,-0.34,-42706768.0,-1.62,-141742592.0,-5.37,193432720.0,7.33
2026-02-10,80.19,1.3,-137465051.0,-5.63,-46807531.0,-1.92,-90657520.0,-3.71,11708048.0,0.48,125757024.0,5.15
2026-02-11,79.69,-0.62,-193897733.0,-12.26,-72753749.0,-4.6,-121143984.0,-7.66,44187296.0,2.79,149710432.0,9.47
2026-02-12,79.8,0.14,-41256213.0,-2.74,-4425365.0,-0.29,-36830848.0,-2.45,-16521296.0,-1.1,57777520.0,3.84
2026-02-13,79.05,-0.94,-10666520.0,-0.53,3144504.0,0.16,-13811024.0,-0.68,2794304.0,0.14,7872208.0,0.39
2026-02-24,79.52,0.59,171613093.0,8.5,45617701.0,2.26,125995392.0,6.24,-81540032.0,-4.04,-90073088.0,-4.46
2026-02-25,79.7,0.23,-68035696.0,-2.98,-89739440.0,-3.94,21703744.0,0.95,36076384.0,1.58,31959280.0,1.4
2026-02-26,79.25,-0.56,25017312.0,1.24,-87224992.0,-4.34,112242304.0,5.58,-89867616.0,-4.47,64850288.0,3.22
2026-02-27,78.64,-0.77,29058213.0,1.83,11631189.0,0.73,17427024.0,1.1,-46655168.0,-2.93,17596960.0,1.11
2026-03-02,77.45,-1.51,-118654474.0,-5.58,-78057114.0,-3.67,-40597360.0,-1.91,-162741984.0,-7.65,281396448.0,13.23
2026-03-03,76.56,-1.15,17718005.0,0.8,53684389.0,2.42,-35966384.0,-1.62,-91506416.0,-4.12,73788416.0,3.33
2026-03-04,76.16,-0.52,-28148896.0,-1.3,-76238016.0,-3.52,48089120.0,2.22,-41981360.0,-1.94,70130272.0,3.24
2026-03-05,76.27,0.14,65319152.0,4.34,17946928.0,1.19,47372224.0,3.15,-139755408.0,-9.28,74436288.0,4.94
2026-03-06,76.52,0.33,186802090.0,11.85,63891210.0,4.05,122910880.0,7.8,-104337104.0,-6.62,-82464976.0,-5.23
2026-03-09,75.41,-1.45,-109034397.0,-5.57,-86436333.0,-4.41,-22598064.0,-1.15,23228320.0,1.19,85806080.0,4.38
