日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-29,108.61,1.23,98098960.0,1.48,98402880.0,1.49,-303920.0,-0.0,5193472.0,0.08,-103292448.0,-1.56
2025-09-30,109.21,0.55,-209581632.0,-3.38,-237107728.0,-3.82,27526096.0,0.44,174226128.0,2.81,35355520.0,0.57
2025-10-09,110.6,1.27,893875488.0,7.98,762459936.0,6.81,131415552.0,1.17,-630680656.0,-5.63,-263194832.0,-2.35
2025-10-10,107.79,-2.54,-1041737616.0,-16.23,-834912256.0,-13.0,-206825360.0,-3.22,518053344.0,8.07,523684288.0,8.16
2025-10-13,105.69,-1.95,-1423392672.0,-18.15,-1088730032.0,-13.88,-334662640.0,-4.27,484006176.0,6.17,939386512.0,11.98
2025-10-14,105.99,0.28,209961600.0,2.55,124790304.0,1.51,85171296.0,1.03,-251994512.0,-3.06,42032912.0,0.51
2025-10-15,107.1,1.05,245254304.0,4.84,186745472.0,3.69,58508832.0,1.16,-87606704.0,-1.73,-157647600.0,-3.11
2025-10-16,106.96,-0.13,87439248.0,1.55,-4970704.0,-0.09,92409952.0,1.64,-90511088.0,-1.61,3071840.0,0.05
2025-10-17,104.43,-2.37,-1970444480.0,-29.96,-1343586944.0,-20.43,-626857536.0,-9.53,629080528.0,9.57,1341363920.0,20.4
2025-10-20,104.52,0.09,-632882304.0,-17.01,-174923584.0,-4.7,-457958720.0,-12.31,235487808.0,6.33,397394496.0,10.68
2025-10-21,104.76,0.23,-130781808.0,-4.17,-100557600.0,-3.21,-30224208.0,-0.96,11960544.0,0.38,118821264.0,3.79
2025-10-22,103.78,-0.94,-1026724128.0,-27.64,-852521184.0,-22.95,-174202944.0,-4.69,378902288.0,10.2,647821840.0,17.44
2025-10-23,103.69,-0.09,-563079040.0,-14.48,-387340640.0,-9.96,-175738400.0,-4.52,143766752.0,3.7,419312288.0,10.78
2025-10-24,103.76,0.07,-295501472.0,-9.31,-144923824.0,-4.57,-150577648.0,-4.74,98906000.0,3.12,196595488.0,6.19
2025-10-27,104.01,0.24,-245806928.0,-6.81,-309709808.0,-8.58,63902880.0,1.77,116169552.0,3.22,129637376.0,3.59
2025-10-28,103.72,-0.28,-234495296.0,-8.51,-224814208.0,-8.16,-9681088.0,-0.35,121718512.0,4.42,112776768.0,4.09
2025-10-29,104.52,0.77,87521600.0,2.12,131577856.0,3.19,-44056256.0,-1.07,-100810816.0,-2.44,13289248.0,0.32
2025-10-30,103.61,-0.87,-413256960.0,-11.07,-346397088.0,-9.28,-66859872.0,-1.79,153380656.0,4.11,259876288.0,6.96
2025-10-31,100.79,-2.72,-1090193472.0,-16.99,-497888720.0,-7.76,-592304752.0,-9.23,196240048.0,3.06,893953408.0,13.93
2025-11-03,99.6,-1.18,-1147789120.0,-20.97,-686312432.0,-12.54,-461476688.0,-8.43,232169792.0,4.24,915619328.0,16.73
2025-11-04,97.8,-1.81,-955898160.0,-22.36,-559138080.0,-13.08,-396760080.0,-9.28,259695040.0,6.08,696203104.0,16.29
2025-11-05,95.8,-2.04,-756608192.0,-13.47,-355345024.0,-6.33,-401263168.0,-7.14,41999216.0,0.75,714608976.0,12.72
2025-11-06,97.52,1.8,224200144.0,5.75,66044976.0,1.69,158155168.0,4.06,-192690496.0,-4.94,-31509664.0,-0.81
2025-11-07,97.2,-0.33,-306921168.0,-9.76,-299286544.0,-9.51,-7634624.0,-0.24,144770224.0,4.6,162150944.0,5.15
2025-11-10,99.39,2.25,586528208.0,10.64,505706768.0,9.17,80821440.0,1.47,-342379072.0,-6.21,-244149136.0,-4.43
2025-11-11,98.71,-0.68,-434932064.0,-13.76,-426442048.0,-13.49,-8490016.0,-0.27,131899056.0,4.17,303033008.0,9.59
2025-11-12,97.77,-0.95,-399695744.0,-15.64,-418156848.0,-16.36,18461104.0,0.72,146740176.0,5.74,252955568.0,9.9
2025-11-13,99.83,2.11,606617744.0,10.53,355205904.0,6.17,251411840.0,4.37,-398439216.0,-6.92,-208178544.0,-3.61
2025-11-14,98.37,-1.46,-637755808.0,-18.78,-215819920.0,-6.35,-421935888.0,-12.42,230550672.0,6.79,407205120.0,11.99
2025-11-17,98.08,-0.29,-262063925.0,-12.91,-153570933.0,-7.57,-108492992.0,-5.35,125955776.0,6.21,136108128.0,6.71
2025-11-18,96.49,-1.62,-855711745.0,-29.02,-535524417.0,-18.16,-320187328.0,-10.86,305364576.0,10.35,550347152.0,18.66
2025-11-19,95.17,-1.37,-622643200.0,-18.71,-228999952.0,-6.88,-393643248.0,-11.83,46148848.0,1.39,576494336.0,17.32
2025-11-20,93.61,-1.64,-693942960.0,-18.79,-408762368.0,-11.07,-285180592.0,-7.72,49892992.0,1.35,644049952.0,17.44
2025-11-21,92.7,-0.97,-280708448.0,-6.71,-170854592.0,-4.08,-109853856.0,-2.63,-26571056.0,-0.64,307279520.0,7.35
2025-11-24,93.93,1.33,189238192.0,6.17,116728064.0,3.81,72510128.0,2.37,-56197648.0,-1.83,-133040560.0,-4.34
2025-11-25,93.91,-0.02,-137700512.0,-5.25,-52090176.0,-1.99,-85610336.0,-3.27,29730720.0,1.13,107969792.0,4.12
2025-11-26,95.09,1.26,316385072.0,10.86,187520368.0,6.43,128864704.0,4.42,-189064864.0,-6.49,-127320176.0,-4.37
2025-11-27,94.29,-0.84,-256683969.0,-13.4,-127509329.0,-6.66,-129174640.0,-6.74,113132992.0,5.91,143550960.0,7.49
2025-11-28,95.17,0.93,207945362.0,9.99,56567714.0,2.72,151377648.0,7.28,-184139120.0,-8.85,-23806240.0,-1.14
2025-12-01,95.77,0.63,33576000.0,1.5,72047200.0,3.22,-38471200.0,-1.72,-67909152.0,-3.04,34333152.0,1.53
2025-12-02,96.62,0.89,343585840.0,9.86,244412880.0,7.02,99172960.0,2.85,-112188288.0,-3.22,-231397552.0,-6.64
2025-12-03,95.05,-1.62,-288201699.0,-13.06,-128778659.0,-5.83,-159423040.0,-7.22,90725280.0,4.11,197476432.0,8.95
2025-12-04,95.24,0.2,65920604.0,4.18,-59300212.0,-3.76,125220816.0,7.94,-144293584.0,-9.15,78372960.0,4.97
2025-12-05,95.98,0.78,149100995.0,7.38,104518355.0,5.17,44582640.0,2.21,-110299120.0,-5.46,-38801904.0,-1.92
2025-12-08,96.53,0.57,144487840.0,6.03,117942144.0,4.92,26545696.0,1.11,-128613920.0,-5.37,-15873920.0,-0.66
2025-12-09,96.03,-0.52,-40931113.0,-2.61,-56120633.0,-3.58,15189520.0,0.97,-33390768.0,-2.13,74321888.0,4.74
2025-12-10,96.47,0.46,186302959.0,9.79,59811503.0,3.14,126491456.0,6.65,-97719824.0,-5.14,-88583136.0,-4.65
2025-12-11,96.23,-0.25,158255264.0,6.53,90645984.0,3.74,67609280.0,2.79,-51302288.0,-2.12,-106952976.0,-4.42
2025-12-12,97.0,0.8,827976032.0,15.36,313705712.0,5.82,514270320.0,9.54,-496314912.0,-9.21,-331661088.0,-6.15
2025-12-15,95.53,-1.52,-303044163.0,-10.73,-293884531.0,-10.41,-9159632.0,-0.32,110921072.0,3.93,192123072.0,6.8
2025-12-16,94.25,-1.34,-271007927.0,-11.06,-142867591.0,-5.83,-128140336.0,-5.23,56426768.0,2.3,214581152.0,8.76
2025-12-17,95.21,1.02,1689792.0,0.07,-24121520.0,-0.93,25811312.0,1.0,-2384512.0,-0.09,694720.0,0.03
2025-12-18,93.53,-1.76,-411526264.0,-17.32,-249841560.0,-10.51,-161684704.0,-6.8,184091104.0,7.75,227435152.0,9.57
2025-12-19,94.23,0.75,82289636.0,3.2,132441220.0,5.15,-50151584.0,-1.95,-112170000.0,-4.36,29880384.0,1.16
2025-12-22,94.37,0.15,-180701203.0,-9.26,-52529811.0,-2.69,-128171392.0,-6.56,33111408.0,1.7,147589776.0,7.56
2025-12-23,94.81,0.47,133606313.0,5.94,72225161.0,3.21,61381152.0,2.73,-123509712.0,-5.49,-10096592.0,-0.45
2025-12-24,94.42,-0.41,-199030602.0,-10.94,-54412826.0,-2.99,-144617776.0,-7.95,116303088.0,6.39,82727520.0,4.55
2025-12-25,94.84,0.44,171126534.0,9.92,145514326.0,8.43,25612208.0,1.48,-116502592.0,-6.75,-54623936.0,-3.17
2025-12-26,100.01,5.45,1473443120.0,14.48,1271570528.0,12.49,201872592.0,1.98,-790665008.0,-7.77,-682778112.0,-6.71
2025-12-29,100.21,0.2,158398288.0,3.04,99864912.0,1.92,58533376.0,1.12,-213520912.0,-4.1,55122624.0,1.06
2025-12-30,99.75,-0.46,24639248.0,0.78,-145294656.0,-4.58,169933904.0,5.35,-62576688.0,-1.97,37937440.0,1.19
2025-12-31,97.72,-2.04,-545320688.0,-13.79,-304374784.0,-7.7,-240945904.0,-6.09,94496736.0,2.39,450823952.0,11.4
2026-01-05,98.11,0.4,-130692000.0,-3.47,-98714496.0,-2.62,-31977504.0,-0.85,43542448.0,1.16,87149568.0,2.32
2026-01-06,99.99,1.92,463727008.0,8.94,353794352.0,6.82,109932656.0,2.12,-195307152.0,-3.77,-268419872.0,-5.18
2026-01-07,97.6,-2.39,-1104030528.0,-20.06,-738798768.0,-13.43,-365231760.0,-6.64,523734032.0,9.52,580296480.0,10.55
2026-01-08,96.88,-0.74,-282943376.0,-9.73,-191415936.0,-6.58,-91527440.0,-3.15,133372448.0,4.59,149570928.0,5.14
2026-01-09,97.01,0.13,96276864.0,2.82,-41947312.0,-1.23,138224176.0,4.05,-21176368.0,-0.62,-75100480.0,-2.2
2026-01-12,97.47,0.47,-55930000.0,-1.36,-65680016.0,-1.59,9750016.0,0.24,-90528000.0,-2.19,146458000.0,3.55
2026-01-13,97.19,-0.29,-92804400.0,-1.89,-11238224.0,-0.23,-81566176.0,-1.66,81999216.0,1.67,10805184.0,0.22
2026-01-14,96.1,-1.12,-859235744.0,-17.27,-424855408.0,-8.54,-434380336.0,-8.73,360573216.0,7.25,498662512.0,10.02
2026-01-15,95.67,-0.45,-324962176.0,-11.46,-157184480.0,-5.54,-167777696.0,-5.92,24379760.0,0.86,300582432.0,10.6
2026-01-16,95.86,0.2,-96683840.0,-2.61,-132722912.0,-3.58,36039072.0,0.97,-71893632.0,-1.94,168577472.0,4.55
2026-01-19,96.19,0.34,-88168480.0,-2.73,-58908256.0,-1.83,-29260224.0,-0.91,-29102272.0,-0.9,117270720.0,3.63
2026-01-20,94.74,-1.51,-956894147.0,-25.87,-651116035.0,-17.6,-305778112.0,-8.27,315792928.0,8.54,641101216.0,17.33
2026-01-21,94.1,-0.68,-437435696.0,-15.03,-170374208.0,-5.85,-267061488.0,-9.18,11825152.0,0.41,425610544.0,14.62
2026-01-22,94.12,0.02,-274218256.0,-10.0,-121559056.0,-4.43,-152659200.0,-5.57,-12515856.0,-0.46,286734096.0,10.46
2026-01-23,93.65,-0.5,-686068400.0,-19.07,-300821520.0,-8.36,-385246880.0,-10.71,175922368.0,4.89,510146048.0,14.18
2026-01-26,92.63,-1.09,-522447008.0,-14.99,-206670064.0,-5.93,-315776944.0,-9.06,-30570688.0,-0.88,553017680.0,15.87
2026-01-27,91.81,-0.89,-592515088.0,-17.74,-377340144.0,-11.3,-215174944.0,-6.44,159389776.0,4.77,433125296.0,12.96
2026-01-28,93.34,1.67,-121660144.0,-1.86,46757952.0,0.71,-168418096.0,-2.57,-163860032.0,-2.5,285520176.0,4.36
2026-01-29,92.31,-1.1,-244657264.0,-7.15,-158068400.0,-4.62,-86588864.0,-2.53,-19457488.0,-0.57,264114752.0,7.71
2026-01-30,90.89,-1.54,-564416000.0,-18.8,-323779616.0,-10.79,-240636384.0,-8.02,245571008.0,8.18,318845008.0,10.62
2026-02-02,87.05,-4.22,-1373911760.0,-24.2,-964951936.0,-17.0,-408959824.0,-7.2,439794480.0,7.75,934117264.0,16.45
2026-02-03,87.37,0.37,-378971040.0,-11.57,-232180560.0,-7.09,-146790480.0,-4.48,-7522224.0,-0.23,386493264.0,11.8
2026-02-04,89.14,2.03,456944416.0,13.75,261679312.0,7.88,195265104.0,5.88,-238056656.0,-7.16,-218887744.0,-6.59
2026-02-05,90.11,1.09,67540848.0,2.12,83416176.0,2.62,-15875328.0,-0.5,17460432.0,0.55,-85001264.0,-2.67
2026-02-06,89.82,-0.32,-13343184.0,-0.6,-17753856.0,-0.8,4410672.0,0.2,10881280.0,0.49,2461920.0,0.11
2026-02-09,90.06,0.27,-76790934.0,-4.09,-66262854.0,-3.53,-10528080.0,-0.56,-4138192.0,-0.22,80929136.0,4.31
2026-02-10,90.81,0.83,150898768.0,6.2,119980096.0,4.93,30918672.0,1.27,-37051152.0,-1.52,-113847616.0,-4.68
2026-02-11,92.28,1.62,295438096.0,8.07,170992896.0,4.67,124445200.0,3.4,-104196624.0,-2.85,-191241456.0,-5.22
2026-02-12,91.16,-1.21,-308741675.0,-14.66,-163196859.0,-7.75,-145544816.0,-6.91,121771888.0,5.78,186969792.0,8.88
2026-02-13,90.27,-0.98,-177967402.0,-9.06,-134496394.0,-6.85,-43471008.0,-2.21,89585312.0,4.56,88382080.0,4.5
2026-02-24,90.87,0.66,48400596.0,2.57,58669124.0,3.12,-10268528.0,-0.55,-71365872.0,-3.8,22965280.0,1.22
2026-02-25,91.45,0.64,246893504.0,8.27,172076976.0,5.76,74816528.0,2.51,-164178448.0,-5.5,-82715024.0,-2.77
2026-02-26,89.85,-1.75,-595461767.0,-22.73,-386494775.0,-14.75,-208966992.0,-7.98,224462544.0,8.57,370999216.0,14.16
2026-02-27,89.32,-0.59,-156853662.0,-7.99,-145434286.0,-7.41,-11419376.0,-0.58,-3811600.0,-0.19,160665280.0,8.19
2026-03-02,96.79,8.36,3398050816.0,25.16,2849451840.0,21.1,548598976.0,4.06,-1962221568.0,-14.53,-1435829200.0,-10.63
2026-03-03,95.21,-1.63,-436495776.0,-5.28,-530071872.0,-6.41,93576096.0,1.13,106651216.0,1.29,329844560.0,3.99
2026-03-04,95.99,0.82,215798704.0,3.23,218237328.0,3.27,-2438624.0,-0.04,-104564064.0,-1.57,-111234656.0,-1.67
2026-03-05,94.47,-1.58,-632562144.0,-12.08,-332917456.0,-6.36,-299644688.0,-5.72,400360064.0,7.65,232202080.0,4.43
2026-03-06,93.62,-0.9,-386805376.0,-8.15,-127648064.0,-2.69,-259157312.0,-5.46,10067920.0,0.21,376737440.0,7.94
2026-03-09,97.52,4.17,1757431600.0,16.64,1380373232.0,13.07,377058368.0,3.57,-958385008.0,-9.07,-799046592.0,-7.56
