日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-11-05,1396.12,-0.63,-220784992.0,-4.5,-88329584.0,-1.8,-132455408.0,-2.7,221011232.0,4.5,-226235.0,-0.0
2025-11-06,1411.17,1.08,216455344.0,3.93,-19743040.0,-0.36,236198384.0,4.29,-216238640.0,-3.93,-216695.0,-0.0
2025-11-07,1409.37,-0.13,-123602448.0,-4.57,-137400944.0,-5.08,13798496.0,0.51,123810416.0,4.58,-207959.0,-0.01
2025-11-10,1438.34,2.06,714475344.0,9.95,791013952.0,11.01,-76538608.0,-1.07,-714117648.0,-9.94,-357694.0,-0.0
2025-11-11,1435.03,-0.23,-295983264.0,-7.62,-195488096.0,-5.03,-100495168.0,-2.59,296118736.0,7.63,-135467.0,-0.0
2025-11-12,1441.19,0.43,70754224.0,1.46,162647792.0,3.35,-91893568.0,-1.9,-70366176.0,-1.45,-388042.0,-0.01
2025-11-13,1446.42,0.36,-175259232.0,-3.84,-200269936.0,-4.38,25010704.0,0.55,175377824.0,3.84,-118596.0,-0.0
2025-11-14,1432.64,-0.95,-215920576.0,-5.36,-58991408.0,-1.46,-156929168.0,-3.89,216017680.0,5.36,-97110.0,-0.0
2025-11-17,1447.04,1.01,133532816.0,2.65,-48565584.0,-0.96,182098400.0,3.62,-133378960.0,-2.65,-153853.0,-0.0
2025-11-18,1452.04,0.35,104400576.0,2.07,30905168.0,0.61,73495408.0,1.45,-103797936.0,-2.05,-602623.0,-0.01
2025-11-19,1447.05,-0.34,-193011120.0,-5.94,-43796432.0,-1.35,-149214688.0,-4.59,193386976.0,5.95,-375858.0,-0.01
2025-11-20,1443.15,-0.27,-152548192.0,-4.32,-133242512.0,-3.77,-19305680.0,-0.55,152708256.0,4.32,-160063.0,-0.0
2025-11-21,1442.64,-0.04,-330580688.0,-5.28,-382531520.0,-6.11,51950832.0,0.83,330898592.0,5.29,-317894.0,-0.01
2025-11-24,1428.04,-1.01,-337023472.0,-6.88,-362531680.0,-7.4,25508208.0,0.52,337106624.0,6.88,-83156.0,-0.0
2025-11-25,1420.69,-0.51,-296204944.0,-7.19,1639888.0,0.04,-297844832.0,-7.23,296246944.0,7.19,-42007.0,-0.0
2025-11-26,1425.19,0.32,64733952.0,2.2,72809936.0,2.48,-8075984.0,-0.27,-64647104.0,-2.2,-86840.0,-0.0
2025-11-27,1423.34,-0.13,205357440.0,6.38,168145760.0,5.23,37211680.0,1.16,-205231984.0,-6.38,-125467.0,-0.0
2025-11-28,1426.54,0.22,242727584.0,7.21,149602016.0,4.44,93125568.0,2.77,-242534464.0,-7.2,-193121.0,-0.01
2025-12-01,1424.04,-0.18,-659431072.0,-16.64,-68674080.0,-1.73,-590756992.0,-14.91,659715136.0,16.65,-284063.0,-0.01
2025-12-02,1412.07,-0.84,-467709168.0,-12.96,-180075520.0,-4.99,-287633648.0,-7.97,468501680.0,12.99,-792508.0,-0.02
2025-12-03,1405.14,-0.49,-543296000.0,-16.12,-133184928.0,-3.95,-410111072.0,-12.17,543370288.0,16.12,-74289.0,-0.0
2025-12-04,1400.02,-0.36,-325643120.0,-7.88,-204211120.0,-4.94,-121432000.0,-2.94,325984464.0,7.88,-341356.0,-0.01
2025-12-05,1406.05,0.43,162751120.0,4.49,-74376880.0,-2.05,237128000.0,6.55,-162659680.0,-4.49,-91443.0,-0.0
2025-12-08,1394.26,-0.84,-561741552.0,-11.73,-397869072.0,-8.31,-163872480.0,-3.42,561898848.0,11.73,-157298.0,-0.0
2025-12-09,1377.05,-1.23,-1203428720.0,-20.07,-792549552.0,-13.22,-410879168.0,-6.85,1203781696.0,20.08,-352997.0,-0.01
2025-12-10,1378.84,0.13,-136241312.0,-2.95,-225867056.0,-4.88,89625744.0,1.94,136358480.0,2.95,-117163.0,-0.0
2025-12-11,1388.03,0.67,78579680.0,2.49,115478752.0,3.67,-36899072.0,-1.17,-78433296.0,-2.49,-146403.0,-0.0
2025-12-12,1396.69,0.62,141369040.0,2.68,136828848.0,2.59,4540192.0,0.09,-141315056.0,-2.68,-53974.0,-0.0
2025-12-15,1402.04,0.38,-223271712.0,-4.68,-107457808.0,-2.25,-115813904.0,-2.43,223404992.0,4.68,-133284.0,-0.0
2025-12-16,1398.04,-0.29,-149776544.0,-4.4,71891680.0,2.11,-221668224.0,-6.51,149944096.0,4.41,-167533.0,-0.0
2025-12-17,1409.14,0.79,69076704.0,1.54,68396944.0,1.52,679760.0,0.02,-68857680.0,-1.53,-219032.0,-0.0
2025-12-18,1407.04,-0.15,-81403008.0,-3.19,40856976.0,1.6,-122259984.0,-4.79,81434512.0,3.19,-31508.0,-0.0
2025-12-19,1410.0,0.21,-203244608.0,-5.44,-218522256.0,-5.85,15277648.0,0.41,203422064.0,5.45,-177461.0,-0.0
2025-12-22,1408.26,-0.12,-89284480.0,-3.1,-245249120.0,-8.51,155964640.0,5.41,89373424.0,3.1,-88927.0,-0.0
2025-12-23,1407.86,-0.03,-270656880.0,-7.86,-174345152.0,-5.06,-96311728.0,-2.8,270773584.0,7.86,-116706.0,-0.0
2025-12-24,1400.9,-0.49,-52656848.0,-1.49,-150997152.0,-4.27,98340304.0,2.78,52863056.0,1.5,-206200.0,-0.01
2025-12-25,1414.17,0.95,318947088.0,9.67,292825856.0,8.87,26121232.0,0.79,-318645472.0,-9.66,-301613.0,-0.01
2025-12-26,1414.13,0.0,74038816.0,2.94,-157631792.0,-6.25,231670608.0,9.19,-73914176.0,-2.93,-124642.0,-0.0
2025-12-29,1402.0,-0.86,-150606912.0,-4.08,-149884512.0,-4.06,-722400.0,-0.02,150703776.0,4.08,-96870.0,-0.0
2025-12-30,1389.72,-0.88,-725853472.0,-15.44,-415492512.0,-8.84,-310360960.0,-6.6,726005168.0,15.44,-151714.0,-0.0
2025-12-31,1377.18,-0.9,-747402784.0,-15.57,-466156848.0,-9.71,-281245936.0,-5.86,747740864.0,15.58,-338062.0,-0.01
2026-01-05,1426.0,3.54,1025912864.0,10.24,567718096.0,5.67,458194768.0,4.57,-1025448400.0,-10.24,-464481.0,-0.0
2026-01-06,1428.01,0.14,-172162864.0,-3.05,74664896.0,1.32,-246827760.0,-4.37,172519792.0,3.05,-356934.0,-0.01
2026-01-07,1423.36,-0.33,-177547008.0,-4.19,81882592.0,1.93,-259429600.0,-6.13,177762528.0,4.2,-215527.0,-0.01
2026-01-08,1412.3,-0.78,-362397216.0,-8.8,-78314720.0,-1.9,-284082496.0,-6.9,362754576.0,8.81,-357372.0,-0.01
2026-01-09,1419.1,0.48,98513824.0,2.32,-72209616.0,-1.7,170723440.0,4.02,-98388288.0,-2.32,-125547.0,-0.0
2026-01-12,1423.23,0.29,-60934064.0,-1.19,-106551232.0,-2.07,45617168.0,0.89,61194688.0,1.19,-260622.0,-0.01
2026-01-13,1411.0,-0.86,-513209344.0,-9.24,-225948112.0,-4.07,-287261232.0,-5.17,513328432.0,9.24,-119109.0,-0.0
2026-01-14,1398.01,-0.92,-638278912.0,-8.76,-643568560.0,-8.83,5289648.0,0.07,638730976.0,8.77,-452052.0,-0.01
2026-01-15,1388.89,-0.65,-416383216.0,-7.31,198536112.0,3.48,-614919328.0,-10.79,416461520.0,7.31,-78312.0,-0.0
2026-01-16,1382.0,-0.5,-368275904.0,-4.82,608756464.0,7.96,-977032368.0,-12.78,368514464.0,4.82,-238586.0,-0.0
2026-01-19,1376.0,-0.43,-515336368.0,-8.83,-105886112.0,-1.82,-409450256.0,-7.02,515354336.0,8.83,-17965.0,-0.0
2026-01-20,1373.55,-0.18,-50264192.0,-1.0,418783680.0,8.34,-469047872.0,-9.34,50349552.0,1.0,-85377.0,-0.0
2026-01-21,1351.06,-1.64,-1480444752.0,-16.87,-735491472.0,-8.38,-744953280.0,-8.49,1480612240.0,16.87,-167554.0,-0.0
2026-01-22,1340.06,-0.81,-854195024.0,-10.73,-521730592.0,-6.55,-332464432.0,-4.18,854744720.0,10.73,-549686.0,-0.01
2026-01-23,1337.0,-0.23,-154603632.0,-1.86,-127508960.0,-1.54,-27094672.0,-0.33,157600272.0,1.9,-2996633.0,-0.04
2026-01-26,1342.0,0.37,48554080.0,0.45,358079024.0,3.33,-309524944.0,-2.88,-47367328.0,-0.44,-1186748.0,-0.01
2026-01-27,1343.01,0.08,398287200.0,6.11,166873424.0,2.56,231413776.0,3.55,-398125888.0,-6.11,-161328.0,-0.0
2026-01-28,1323.69,-1.44,-1332529984.0,-13.15,-487441648.0,-4.81,-845088336.0,-8.34,1334402672.0,13.17,-1872620.0,-0.02
2026-01-29,1437.72,8.61,3339035392.0,12.69,2561961472.0,9.74,777073920.0,2.95,-3336644096.0,-12.68,-2391118.0,-0.01
2026-01-30,1401.0,-2.55,-448899600.0,-3.36,-309958928.0,-2.32,-138940672.0,-1.04,449334624.0,3.36,-435204.0,-0.0
2026-02-02,1427.0,1.86,545501456.0,4.43,609554496.0,4.95,-64053040.0,-0.52,-544639728.0,-4.42,-861729.0,-0.01
2026-02-03,1474.92,3.36,1211849600.0,9.6,721405104.0,5.71,490444496.0,3.88,-1210993664.0,-9.59,-856040.0,-0.01
2026-02-04,1525.0,3.4,1489262080.0,9.06,1437806336.0,8.74,51455744.0,0.31,-1488355840.0,-9.05,-906306.0,-0.01
2026-02-05,1555.0,1.97,421301104.0,2.97,-248033792.0,-1.75,669334896.0,4.72,-420421888.0,-2.96,-879505.0,-0.01
2026-02-06,1515.01,-2.57,-544408832.0,-4.53,-55911680.0,-0.47,-488497152.0,-4.06,544699904.0,4.53,-291068.0,-0.0
2026-02-09,1524.96,0.66,-642067680.0,-8.22,-628739360.0,-8.05,-13328320.0,-0.17,642457232.0,8.23,-389545.0,-0.0
2026-02-10,1504.8,-1.32,-637885632.0,-10.71,-468992416.0,-7.88,-168893216.0,-2.84,638251984.0,10.72,-366339.0,-0.01
2026-02-11,1504.33,-0.03,-170341984.0,-3.66,-37256320.0,-0.8,-133085664.0,-2.86,170682624.0,3.67,-340620.0,-0.01
2026-02-12,1486.6,-1.18,-597695472.0,-8.69,-416161984.0,-6.05,-181533488.0,-2.64,597874048.0,8.7,-178561.0,-0.0
2026-02-13,1485.3,-0.09,-281008672.0,-4.52,137625888.0,2.21,-418634560.0,-6.73,281251888.0,4.52,-243227.0,-0.0
2026-02-24,1466.8,-1.25,-445960704.0,-7.19,-239568672.0,-3.86,-206392032.0,-3.33,446215248.0,7.2,-254544.0,-0.0
2026-02-25,1491.66,1.69,-60725792.0,-1.11,-14757056.0,-0.27,-45968736.0,-0.84,61876416.0,1.13,-1150629.0,-0.02
2026-02-26,1466.21,-1.71,-941517040.0,-19.39,-627993728.0,-12.93,-313523312.0,-6.46,941730816.0,19.4,-213785.0,-0.0
2026-02-27,1455.02,-0.76,-308058160.0,-6.56,-175779520.0,-3.74,-132278640.0,-2.82,308158912.0,6.56,-100752.0,-0.0
2026-03-02,1440.11,-1.02,-629913952.0,-12.31,-210583952.0,-4.12,-419330000.0,-8.2,630109776.0,12.32,-195828.0,-0.0
2026-03-03,1426.19,-0.97,-731199584.0,-11.14,-38435344.0,-0.59,-692764240.0,-10.55,731259984.0,11.14,-60418.0,-0.0
2026-03-04,1401.18,-1.75,-499596608.0,-7.41,-401492288.0,-5.95,-98104320.0,-1.45,499739584.0,7.41,-142977.0,-0.0
2026-03-05,1399.04,-0.15,-632504768.0,-14.79,-223798928.0,-5.23,-408705840.0,-9.56,632737408.0,14.8,-232625.0,-0.01
2026-03-06,1402.0,0.21,156813088.0,3.85,319210960.0,7.84,-162397872.0,-3.99,-156597744.0,-3.85,-215328.0,-0.01
2026-03-09,1397.0,-0.36,-544765424.0,-10.44,-217477360.0,-4.17,-327288064.0,-6.27,544850640.0,10.44,-85203.0,-0.0
