date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
20240205,300059,12.3,12.33,12.63,11.83,2862609.0,3513090693.0,6.43,-0.96,-0.12,2.13
20240206,300059,12.19,13.2,13.28,12.12,3376731.0,4351404586.0,9.41,7.06,0.87,2.51
20240207,300059,13.04,13.13,13.27,13.02,2872257.0,3776896748.0,1.89,-0.53,-0.07,2.14
20240208,300059,13.3,13.27,13.47,13.23,2748025.0,3660680066.0,1.83,1.07,0.14,2.05
20240219,300059,13.35,13.23,13.35,13.03,1991514.0,2625167735.0,2.41,-0.3,-0.04,1.48
20240220,300059,13.18,13.34,13.46,13.12,2165076.0,2880267050.0,2.57,0.83,0.11,1.61
20240221,300059,13.23,13.62,14.09,13.17,4185012.0,5741236315.0,6.9,2.1,0.28,3.12
20240222,300059,13.5,13.73,13.82,13.47,2535117.0,3461261050.0,2.57,0.81,0.11,1.89
20240223,300059,13.75,13.73,13.82,13.65,2053785.0,2819493490.0,1.24,0.0,0.0,1.53
20240226,300059,13.73,13.55,13.76,13.54,2034038.0,2775443617.0,1.6,-1.31,-0.18,1.51
20240227,300059,13.75,14.02,14.03,13.7,3461022.0,4794110364.0,2.44,3.47,0.47,2.58
20240228,300059,14.19,13.64,14.36,13.63,4248433.0,5973198175.0,5.21,-2.71,-0.38,3.16
20240229,300059,13.63,14.04,14.07,13.6,3145819.0,4363296798.0,3.45,2.93,0.4,2.34
20240301,300059,13.99,14.0,14.17,13.83,2853508.0,3981584560.0,2.42,-0.28,-0.04,2.12
20240304,300059,13.95,13.83,13.97,13.75,1943817.0,2690056343.0,1.57,-1.21,-0.17,1.45
