date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
20240115,000858,128.0,128.68,129.39,127.08,115826.0,1485609938.54,1.79,-0.05,-0.07,0.3
20240116,000858,127.92,128.41,129.28,126.93,125287.0,1604334707.82,1.83,-0.21,-0.27,0.32
20240117,000858,127.6,125.14,127.8,125.14,176757.0,2232551975.01,2.07,-2.55,-3.27,0.46
20240118,000858,124.8,127.9,128.13,123.19,235948.0,2961463081.82,3.95,2.21,2.76,0.61
20240119,000858,127.0,128.89,129.51,126.12,225020.0,2891090563.72,2.65,0.77,0.99,0.58
20240122,000858,128.4,127.0,129.15,125.8,213410.0,2733754455.75,2.6,-1.47,-1.89,0.55
20240123,000858,126.8,127.38,128.12,125.48,161987.0,2053575259.83,2.08,0.3,0.38,0.42
20240124,000858,128.18,128.05,128.48,125.26,166824.0,2118643963.14,2.53,0.53,0.67,0.43
20240125,000858,128.0,131.11,131.11,127.56,273421.0,3546308960.29,2.77,2.39,3.06,0.7
20240126,000858,130.11,131.0,131.99,129.5,193174.0,2522565252.1,1.9,-0.08,-0.11,0.5
20240129,000858,131.09,131.78,133.67,131.09,216150.0,2860907561.52,1.97,0.6,0.78,0.56
20240130,000858,130.8,127.71,130.9,127.58,170720.0,2196117733.31,2.52,-3.09,-4.07,0.44
20240131,000858,127.5,126.3,128.68,126.29,135218.0,1717132838.83,1.87,-1.1,-1.41,0.35
20240201,000858,125.74,126.5,127.72,125.14,137875.0,1745356476.42,2.04,0.16,0.2,0.36
20240202,000858,126.5,123.82,128.65,122.56,210862.0,2658388904.9,4.81,-2.12,-2.68,0.54
20240205,000858,123.82,126.57,127.88,122.91,308042.0,3864410348.59,4.01,2.22,2.75,0.79
20240206,000858,126.0,132.99,133.0,125.7,323842.0,4239033653.04,5.77,5.07,6.42,0.83
20240207,000858,133.11,133.87,134.7,132.1,290673.0,3882655957.27,1.96,0.66,0.88,0.75
20240208,000858,134.8,133.59,136.12,132.7,243748.0,3267001019.28,2.55,-0.21,-0.28,0.63
20240219,000858,138.9,136.15,138.95,134.78,288579.0,3951748629.55,3.12,1.92,2.56,0.74
20240220,000858,136.0,134.38,137.0,133.0,211819.0,2841706723.75,2.94,-1.3,-1.77,0.55
20240221,000858,133.4,141.02,142.68,132.84,466563.0,6492866976.98,7.32,4.94,6.64,1.2
20240222,000858,140.11,141.1,141.66,139.43,188401.0,2646660001.48,1.58,0.06,0.08,0.49
20240223,000858,141.04,141.71,143.38,140.05,184393.0,2613714172.22,2.36,0.43,0.61,0.48
20240226,000858,141.5,139.76,142.28,139.05,139947.0,1961062779.9,2.28,-1.38,-1.95,0.36
20240227,000858,139.01,139.76,139.8,138.05,150617.0,2092382020.62,1.25,0.0,0.0,0.39
20240228,000858,139.76,139.53,141.4,138.77,196194.0,2753522611.35,1.88,-0.16,-0.23,0.51
20240229,000858,139.0,142.25,142.33,138.7,176604.0,2496984973.38,2.6,1.95,2.72,0.45
20240301,000858,142.05,142.59,143.78,140.88,158813.0,2261267887.41,2.04,0.24,0.34,0.41
20240304,000858,141.51,140.33,142.2,140.04,154307.0,2170817658.18,1.51,-1.58,-2.26,0.4
