date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
20240131,000333,57.91,58.25,58.94,57.42,255442.0,1486711039.1,2.61,0.05,0.03,0.37
20240201,000333,58.23,58.81,59.46,58.0,303402.0,1785789270.81,2.51,0.96,0.56,0.44
20240202,000333,58.5,58.25,58.88,57.31,289505.0,1687829336.99,2.67,-0.95,-0.56,0.42
20240205,000333,58.0,59.45,59.6,57.82,461603.0,2724269122.18,3.06,2.06,1.2,0.67
20240206,000333,59.26,59.95,60.79,59.02,379464.0,2279549237.76,2.98,0.84,0.5,0.55
20240207,000333,59.29,61.11,61.17,59.03,461959.0,2791586567.03,3.57,1.93,1.16,0.68
20240208,000333,61.29,60.29,62.36,59.98,347232.0,2112587867.05,3.89,-1.34,-0.82,0.51
20240219,000333,61.7,60.6,61.7,59.81,356959.0,2157379733.25,3.13,0.51,0.31,0.52
20240220,000333,60.3,61.7,61.79,59.67,296309.0,1807531882.32,3.5,1.82,1.1,0.43
20240221,000333,61.0,61.71,62.55,60.68,277972.0,1719403865.94,3.03,0.02,0.01,0.41
20240222,000333,61.21,61.35,61.79,61.03,192591.0,1180530929.52,1.23,-0.58,-0.36,0.28
20240223,000333,61.68,59.62,62.1,59.32,430936.0,2580957128.97,4.53,-2.82,-1.73,0.63
20240226,000333,59.85,60.3,61.5,59.85,340977.0,2070387072.2,2.77,1.14,0.68,0.5
20240227,000333,60.59,61.92,61.99,60.1,280148.0,1720508594.65,3.13,2.69,1.62,0.41
20240228,000333,62.0,61.82,62.31,60.95,253674.0,1568616988.79,2.2,-0.16,-0.1,0.37
20240229,000333,62.0,62.63,63.48,61.75,489210.0,3071855395.62,2.8,1.31,0.81,0.72
20240301,000333,63.5,64.47,64.51,62.88,328449.0,2102800960.25,2.6,2.94,1.84,0.48
20240304,000333,65.0,64.6,66.0,63.5,373844.0,2415284580.13,3.88,0.2,0.13,0.55
