date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
20240117,600519,1630.0,1577.0,1635.48,1577.0,51633.0,8251735591.0,3.57,-3.81,-62.43,0.41
20240118,600519,1574.0,1610.87,1612.8,1555.55,60440.0,9566349514.0,3.63,2.15,33.87,0.48
20240119,600519,1608.87,1635.0,1638.01,1600.88,46378.0,7550144389.0,2.3,1.5,24.13,0.37
20240122,600519,1629.0,1642.0,1643.0,1618.88,46946.0,7678297836.0,1.48,0.43,7.0,0.37
20240123,600519,1632.01,1619.0,1639.95,1609.0,34835.0,5659457115.0,1.88,-1.4,-23.0,0.28
20240124,600519,1629.0,1626.0,1633.84,1603.56,33216.0,5373603703.0,1.87,0.43,7.0,0.26
20240125,600519,1626.82,1638.0,1641.0,1622.0,31206.0,5094508165.0,1.17,0.74,12.0,0.25
20240126,600519,1630.36,1637.32,1644.1,1623.0,26955.0,4402111882.0,1.29,-0.04,-0.68,0.21
20240129,600519,1640.3,1650.0,1660.58,1640.29,31421.0,5189014946.0,1.24,0.77,12.68,0.25
20240130,600519,1649.98,1613.0,1649.98,1610.0,30866.0,5010784454.0,2.42,-2.24,-37.0,0.25
20240131,600519,1613.0,1604.91,1619.97,1598.13,29649.0,4770104891.0,1.35,-0.5,-8.09,0.24
20240201,600519,1605.5,1610.03,1623.89,1601.0,26485.0,4272298576.0,1.43,0.32,5.12,0.21
20240202,600519,1615.0,1596.0,1627.78,1581.0,39382.0,6336691194.0,2.91,-0.87,-14.03,0.31
20240205,600519,1596.0,1630.01,1637.44,1595.25,53130.0,8590683071.0,2.64,2.13,34.01,0.42
20240206,600519,1630.01,1676.0,1685.48,1626.1,52472.0,8740646588.0,3.64,2.82,45.99,0.42
20240207,600519,1681.03,1710.99,1714.59,1661.61,52601.0,8899606867.0,3.16,2.09,34.99,0.42
20240208,600519,1720.01,1706.0,1725.0,1685.0,46757.0,7953438044.0,2.34,-0.29,-4.99,0.37
20240219,600519,1737.87,1695.43,1737.93,1688.0,36977.0,6288277980.0,2.93,-0.62,-10.57,0.29
20240220,600519,1697.36,1670.0,1697.36,1656.56,34470.0,5755266893.0,2.41,-1.5,-25.43,0.27
20240221,600519,1666.02,1717.66,1731.0,1662.0,46154.0,7868784082.0,4.13,2.85,47.66,0.37
20240222,600519,1707.5,1718.38,1723.01,1700.53,22794.0,3905984695.0,1.31,0.04,0.72,0.18
20240223,600519,1711.11,1714.09,1724.38,1700.02,27306.0,4670706950.0,1.42,-0.25,-4.29,0.22
20240226,600519,1708.0,1694.98,1708.74,1685.02,27318.0,4625594409.0,1.38,-1.11,-19.11,0.22
20240227,600519,1683.0,1689.5,1692.92,1678.0,22080.0,3718478358.0,0.88,-0.32,-5.48,0.18
20240228,600519,1688.92,1681.55,1696.57,1674.01,31867.0,5371312847.0,1.34,-0.47,-7.95,0.25
20240229,600519,1681.55,1695.0,1696.5,1679.2,24758.0,4184917973.0,1.03,0.8,13.45,0.2
20240301,600519,1690.0,1685.06,1694.97,1676.68,26868.0,4526845398.0,1.08,-0.59,-9.94,0.21
20240304,600519,1679.0,1676.3,1680.99,1670.05,26485.0,4434401015.0,0.65,-0.52,-8.76,0.21
