date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
20240130,688008,48.48,47.44,49.43,47.2,121560.0,585910370.0,4.59,-2.45,-1.19,1.07
20240131,688008,47.6,45.2,47.67,45.16,159351.0,731414062.0,5.29,-4.72,-2.24,1.4
20240201,688008,45.24,46.77,47.29,44.85,123369.0,572810839.0,5.4,3.47,1.57,1.08
20240202,688008,46.78,44.8,47.2,43.41,139055.0,626435304.0,8.1,-4.21,-1.97,1.22
20240205,688008,44.93,44.59,45.41,42.6,167149.0,737667794.0,6.27,-0.47,-0.21,1.46
20240206,688008,45.2,47.71,47.94,43.77,139622.0,647061204.0,9.35,7.0,3.12,1.22
20240207,688008,47.85,48.7,49.17,47.07,130452.0,631641393.0,4.4,2.08,0.99,1.14
20240208,688008,49.25,49.9,50.25,48.8,127588.0,632719633.0,2.98,2.46,1.2,1.12
20240219,688008,51.19,51.95,52.23,50.06,147261.0,756500613.0,4.35,4.11,2.05,1.29
20240220,688008,51.5,51.65,52.4,50.7,98539.0,506310523.0,3.27,-0.58,-0.3,0.86
20240221,688008,51.02,50.79,51.79,50.67,100189.0,512841259.0,2.17,-1.67,-0.86,0.88
20240222,688008,51.1,51.35,51.78,51.0,96025.0,493355635.0,1.54,1.1,0.56,0.84
20240223,688008,51.9,51.61,52.22,50.4,106598.0,544857503.0,3.54,0.51,0.26,0.93
20240226,688008,51.48,52.2,52.97,51.06,106376.0,554370540.0,3.7,1.14,0.59,0.93
20240227,688008,51.71,53.41,53.68,51.42,117945.0,620761168.0,4.33,2.32,1.21,1.03
20240228,688008,53.44,50.77,54.26,50.76,132446.0,694023676.0,6.55,-4.94,-2.64,1.16
20240229,688008,50.71,52.2,52.73,50.43,162925.0,846061774.0,4.53,2.82,1.43,1.43
20240301,688008,52.49,53.17,53.48,51.95,138129.0,729713970.0,2.93,1.86,0.97,1.21
20240304,688008,54.3,54.85,55.42,53.44,168062.0,916415089.0,3.72,3.16,1.68,1.47
