date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
20240201,600036,30.67,30.42,30.84,30.2,859700.0,2621519218.0,2.08,-0.94,-0.29,0.42
20240202,600036,30.45,30.23,30.66,29.64,987292.0,2986530108.0,3.35,-0.62,-0.19,0.48
20240205,600036,30.23,30.71,30.95,30.06,1063979.0,3246673368.0,2.94,1.59,0.48,0.52
20240206,600036,30.71,31.33,31.35,30.6,1062158.0,3296036540.0,2.44,2.02,0.62,0.51
20240207,600036,31.42,31.31,31.48,30.81,1110511.0,3458135329.0,2.14,-0.06,-0.02,0.54
20240208,600036,31.31,31.4,31.45,31.02,873004.0,2728137528.0,1.37,0.29,0.09,0.42
20240219,600036,31.99,31.62,31.99,31.41,875490.0,2770406837.0,1.85,0.7,0.22,0.42
20240220,600036,31.62,31.4,31.62,31.29,606405.0,1907541533.0,1.04,-0.7,-0.22,0.29
20240221,600036,31.4,33.0,33.39,31.35,1528656.0,5003152628.0,6.5,5.1,1.6,0.74
20240222,600036,32.81,32.8,32.95,32.39,752760.0,2461009465.0,1.7,-0.61,-0.2,0.36
20240223,600036,32.81,32.95,33.4,32.62,639849.0,2118316307.0,2.38,0.46,0.15,0.31
20240226,600036,32.86,32.25,33.06,32.08,666390.0,2163023087.0,2.97,-2.12,-0.7,0.32
20240227,600036,32.24,32.18,32.4,31.99,543492.0,1746108592.0,1.27,-0.22,-0.07,0.26
20240228,600036,32.29,32.02,32.29,31.6,683708.0,2186677932.0,2.14,-0.5,-0.16,0.33
20240229,600036,31.89,32.04,32.2,31.85,498928.0,1595634178.0,1.09,0.06,0.02,0.24
20240301,600036,31.92,31.94,32.08,31.75,427174.0,1361853701.0,1.03,-0.31,-0.1,0.21
20240304,600036,31.76,31.52,31.87,31.47,591350.0,1868022544.0,1.25,-1.31,-0.42,0.29
